Frame,Head_X,Head_Y,Head_Z,Head_RotX,Head_RotY,Head_RotZ,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,LeftShoulder_RotX,LeftShoulder_RotY,LeftShoulder_RotZ,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,RightShoulder_RotX,RightShoulder_RotY,RightShoulder_RotZ,LeftHand_X,LeftHand_Y,LeftHand_Z,LeftHand_RotX,LeftHand_RotY,LeftHand_RotZ,RightHand_X,RightHand_Y,RightHand_Z,RightHand_RotX,RightHand_RotY,RightHand_RotZ,LeftElbow_X,LeftElbow_Y,LeftElbow_Z,LeftElbow_RotX,LeftElbow_RotY,LeftElbow_RotZ,RightElbow_X,RightElbow_Y,RightElbow_Z,RightElbow_RotX,RightElbow_RotY,RightElbow_RotZ,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,LeftFoot_RotX,LeftFoot_RotY,LeftFoot_RotZ,RightFoot_X,RightFoot_Y,RightFoot_Z,RightFoot_RotX,RightFoot_RotY,RightFoot_RotZ,LeftKnee_X,LeftKnee_Y,LeftKnee_Z,LeftKnee_RotX,LeftKnee_RotY,LeftKnee_RotZ,RightKnee_X,RightKnee_Y,RightKnee_Z,RightKnee_RotX,RightKnee_RotY,RightKnee_RotZ,LeftHip_X,LeftHip_Y,LeftHip_Z,LeftHip_RotX,LeftHip_RotY,LeftHip_RotZ,RightHip_X,RightHip_Y,RightHip_Z,RightHip_RotX,RightHip_RotY,RightHip_RotZ
1035,0.2540596,1.228434,0.1026343,16.57537,326.0627,329.3032,0.1740879,1.211444,0.04229026,78.04733,238.1734,329.2975,0.2940326,1.135345,0.08786807,33.08362,245.1901,196.8631,-0.02601706,0.9439123,0.336256,332.1789,87.09399,114.3403,0.1515621,1.026112,0.4256324,335.9492,125.5954,35.70818,-0.06964868,1.035407,0.1250486,355.5335,99.77298,113.0627,0.1813735,0.8674393,0.2559127,312.6407,169.4482,0.4335867,-0.2523918,0.1300485,0.05187521,304.5048,0.1639566,166.7853,0.1320428,0.09073228,-0.03143958,318.5377,350.0932,207.19,-0.2613589,0.480407,0.201796,22.87454,346.3744,175.9981,0.04975319,0.328499,0.2552484,48.44247,9.929815,200.0055,-0.1116024,0.7358686,-0.08862871,310.9257,358.338,160.0866,0.05212006,0.6321715,-0.02695143,317.3328,352.183,184.9869
1036,0.2546228,1.227482,0.1021045,16.31595,325.5942,329.2941,0.1749961,1.210458,0.04132862,77.8682,239.62,330.959,0.2944395,1.13423,0.08799428,33.43397,245.051,197.9646,-0.02582857,0.9415488,0.3329797,334.9922,88.58321,115.1217,0.1389334,1.029619,0.4276133,329.4026,123.1039,35.31754,-0.07135312,1.036645,0.1237723,357.4962,101.1635,113.9733,0.178049,0.8711715,0.2595807,312.6117,170.1964,357.5696,-0.2531652,0.1297044,0.05107334,304.5085,359.9106,167.0978,0.130863,0.09022635,-0.0297341,318.5471,349.7801,207.1622,-0.2633469,0.480175,0.2006543,22.85085,346.197,176.1191,0.04681709,0.3278283,0.2565807,48.48869,9.527928,199.9713,-0.1112911,0.7350935,-0.08905186,310.8334,357.9425,160.0445,0.05175081,0.6312175,-0.0258905,317.2625,351.8656,184.8548
1037,0.2551755,1.226533,0.1016973,16.05052,325.146,329.2756,0.1758864,1.209487,0.04049397,77.68909,240.9207,332.4809,0.2948309,1.133129,0.08821125,33.74691,244.9188,198.9491,-0.02643439,0.9398524,0.3302876,337.4214,90.03601,116.1602,0.1276098,1.033308,0.4285553,325.7874,122.7361,33.93224,-0.07291506,1.037832,0.1226264,359.2641,102.2776,114.7249,0.1748275,0.8747292,0.2627422,312.8107,170.9265,354.9847,-0.253953,0.1293914,0.05016901,304.5279,359.6904,167.4198,0.1294891,0.08976936,-0.02820499,318.5531,349.5711,207.0207,-0.2652264,0.4799317,0.1995085,22.8416,346.0509,176.2308,0.0439222,0.3271758,0.2578212,48.55551,9.113067,199.8928,-0.1109796,0.7343574,-0.08947185,310.7512,357.5689,160.0014,0.05138491,0.6303028,-0.02487572,317.1958,351.5763,184.7087
1038,0.2557003,1.22574,0.1014571,15.82496,324.7744,329.2583,0.1766941,1.208679,0.03989982,77.55224,241.8823,333.6353,0.2952239,1.132215,0.0884703,33.97752,244.8103,199.6622,-0.02757778,0.939166,0.3287127,339.121,91.09098,117.1759,0.1200494,1.03695,0.4283498,321.4498,121.4707,33.03281,-0.07398985,1.038727,0.1217895,0.5529875,102.9016,115.1505,0.172369,0.877458,0.2649618,313.2814,171.4336,353.2831,-0.254518,0.129143,0.04932257,304.5579,359.5309,167.7047,0.1284229,0.08944744,-0.02705497,318.5749,349.3768,206.9633,-0.2666162,0.4797053,0.1985456,22.8467,345.9574,176.3193,0.04162088,0.3266321,0.2587831,48.61643,8.802262,199.8499,-0.1106303,0.7337613,-0.08982585,310.6904,357.2723,159.9667,0.05117123,0.629559,-0.0240657,317.1441,351.3403,184.586
1039,0.2557328,1.225048,0.1013334,15.65718,324.4344,329.2364,0.1769753,1.207979,0.03946699,77.45523,242.6142,334.5448,0.2951447,1.131423,0.08876517,34.15258,244.7139,200.1797,-0.02930471,0.9391012,0.3278677,340.3485,91.9016,118.166,0.1148778,1.04065,0.4274082,317.7408,120.3117,32.39777,-0.07517923,1.039385,0.1211739,1.529809,103.2384,115.3544,0.1700007,0.8795507,0.2665387,313.948,171.7288,352.2947,-0.2553348,0.1289263,0.04852079,304.5936,359.3952,167.9856,0.1271007,0.08922625,-0.0261648,318.6057,349.2018,206.9572,-0.2681454,0.4794838,0.197696,22.86122,345.8997,176.4027,0.03923397,0.3261554,0.2595599,48.67501,8.564275,199.8366,-0.1107191,0.7332538,-0.09014402,310.6419,357.0177,159.9445,0.05059328,0.6289245,-0.02339104,317.1028,351.1365,184.4789
1040,0.2557994,1.224524,0.1013134,15.51987,324.1053,329.2025,0.1772767,1.207455,0.03914779,77.39992,243.1943,335.3065,0.2951051,1.130813,0.08912428,34.29063,244.6171,200.5454,-0.02611556,0.9360162,0.3246489,341.9568,94.01084,120.1171,0.1062607,1.039745,0.428706,314.1312,118.898,32.01984,-0.0760568,1.039967,0.1207281,2.818745,105.1581,116.3757,0.168061,0.8812757,0.2676511,313.3304,172.1524,350.3587,-0.2559415,0.1288531,0.04768782,304.6386,359.2731,168.2883,0.1259269,0.08922416,-0.02544665,318.6435,349.0478,206.983,-0.2694399,0.4793794,0.1968757,22.88647,345.8729,176.4922,0.03704802,0.3258306,0.2602322,48.73809,8.375872,199.8539,-0.1107278,0.7329174,-0.09046216,310.6001,356.7769,159.9344,0.05012158,0.6284696,-0.02278366,317.068,350.9428,184.3774
1041,0.2560359,1.224029,0.1013175,15.40584,323.8474,329.1579,0.1776912,1.206973,0.03891374,77.4151,243.5913,335.8561,0.2952376,1.130248,0.08942495,34.3722,244.5417,200.8111,-0.02385483,0.9340898,0.3226905,342.9947,95.56243,121.8061,0.1013741,1.040156,0.4288554,312.4975,118.3444,31.3316,-0.07638375,1.04017,0.1205241,3.697264,106.4457,116.9847,0.166584,0.8825418,0.2683059,313.1909,172.2259,349.4489,-0.2562166,0.1287844,0.04697955,304.6947,359.2068,168.5966,0.1250031,0.08929652,-0.02502363,318.6809,348.9845,207.0123,-0.2702601,0.4792468,0.1962667,22.92407,345.9102,176.5827,0.03535941,0.325507,0.260744,48.80658,8.278049,199.9032,-0.110623,0.7326245,-0.09069993,310.5689,356.5933,159.9349,0.0498433,0.628063,-0.02229189,317.0434,350.7986,184.2831
1042,0.2558527,1.223718,0.1012066,15.31752,323.7229,329.1064,0.1775726,1.20669,0.0386996,77.48806,243.8262,336.1611,0.2949558,1.129889,0.08947446,34.47036,244.5381,201.1049,-0.01873353,0.929763,0.3189097,344.1012,97.81766,124.0125,0.09347744,1.037216,0.4306355,310.3451,117.442,31.0907,-0.07678701,1.040133,0.1205869,4.599141,108.7783,118.2057,0.165104,0.8837171,0.2688388,312.1471,172.6842,347.5649,-0.2567548,0.1288471,0.0466501,304.758,359.2422,168.8825,0.1237476,0.08955479,-0.02500602,318.7242,349.0304,207.0656,-0.271047,0.4792165,0.196132,22.97152,346.0473,176.6654,0.03384719,0.3253205,0.261048,48.87665,8.317194,199.9799,-0.1111174,0.7325215,-0.09073606,310.5518,356.523,159.9445,0.04912709,0.6278557,-0.02196832,317.0327,350.7562,184.2027
1043,0.2553116,1.223501,0.1008683,15.2769,323.6698,329.0466,0.1770054,1.206482,0.03837472,77.58834,243.9694,336.3019,0.2943474,1.12965,0.08919621,34.98246,244.6712,201.4996,-0.01666309,0.9277273,0.3172869,344.5621,98.98102,125.5021,0.08537003,1.033653,0.4323765,307.0356,120.3395,27.80227,-0.07732543,1.039907,0.120769,5.020928,109.9014,118.7305,0.1651802,0.8846852,0.2701743,311.5519,175.409,343.4893,-0.2571782,0.1288121,0.04665659,304.825,359.3456,169.1983,0.1225153,0.08988857,-0.02534533,318.7806,349.1354,207.1955,-0.2715763,0.4790704,0.1963882,23.02809,346.2917,176.7674,0.03272026,0.3251349,0.2611693,48.94396,8.50398,200.1148,-0.1119885,0.7323889,-0.09065804,310.5398,356.5292,159.9915,0.04819992,0.627679,-0.02182673,317.0309,350.7841,184.1559
1044,0.2547604,1.22332,0.1002938,15.22282,323.659,328.9901,0.1763958,1.206283,0.03786387,77.65372,244.2376,336.5363,0.293736,1.129446,0.08868218,35.72676,244.8931,201.9985,-0.01601011,0.9269671,0.3166498,345.072,100.1897,126.2448,0.08014643,1.03338,0.4325289,304.2296,127.6352,20.99511,-0.07786383,1.039801,0.1208789,5.50887,110.5722,118.9385,0.1660388,0.8859221,0.2720633,312.3732,179.207,339.0739,-0.2575277,0.128713,0.04692493,304.8799,359.4613,169.4971,0.1214306,0.09020376,-0.02586941,318.8681,349.2139,207.3979,-0.2719728,0.4788834,0.1968576,23.07518,346.5517,176.869,0.03180424,0.3248213,0.261213,49.0222,8.749624,200.287,-0.1129165,0.7321994,-0.09048574,310.521,356.5579,160.0503,0.04726905,0.6274822,-0.02165896,317.0524,350.8257,184.1268
1045,0.2545025,1.22318,0.09966126,15.15806,323.6459,328.9403,0.1760872,1.206115,0.03729607,77.68416,244.6092,336.8748,0.293417,1.129277,0.08813685,36.3726,245.1125,202.4848,-0.01472199,0.9259437,0.3155415,345.9566,101.9491,126.634,0.07786218,1.036192,0.4312914,303.0068,136.265,13.33769,-0.07819598,1.039898,0.1209416,6.256747,111.5644,119.2966,0.1667823,0.8873696,0.273762,314.0627,182.3363,336.0021,-0.257762,0.1286446,0.04730225,304.915,359.5543,169.7202,0.1206674,0.0904572,-0.02638377,318.961,349.2711,207.5826,-0.2722169,0.4787658,0.1973486,23.10363,346.7517,176.9449,0.03113431,0.3244444,0.2612417,49.10363,8.966253,200.4493,-0.1135712,0.7320299,-0.09026746,310.4973,356.5824,160.0943,0.04659997,0.6273106,-0.02141025,317.0923,350.8536,184.1028
1046,0.2546286,1.223086,0.09884174,15.04948,323.5948,328.8761,0.1761585,1.205981,0.03655516,77.76692,245.0734,337.3071,0.2934633,1.129138,0.08744472,36.95161,245.3524,203.0388,-0.01244953,0.924625,0.3140834,347.3382,104.417,126.8008,0.07440589,1.038993,0.4297207,302.3035,146.3742,4.266176,-0.07819487,1.040075,0.1211264,7.34598,113.0023,119.7939,0.1673155,0.8893299,0.2753213,315.9651,185.5422,332.7135,-0.2578091,0.1286607,0.04782252,304.9434,359.6532,169.9265,0.1201337,0.09077424,-0.02701826,319.0762,349.3335,207.7832,-0.2722291,0.4787515,0.1979439,23.12386,346.9455,177.0133,0.03066251,0.3239932,0.2612495,49.20624,9.203626,200.6354,-0.1139703,0.7319086,-0.08997951,310.4653,356.6121,160.1312,0.0461666,0.6271805,-0.0210559,317.1553,350.8791,184.0727
1047,0.2551318,1.222967,0.09769971,14.88254,323.49,328.7666,0.1765846,1.205824,0.03551828,77.91122,245.7509,337.9481,0.2938299,1.128946,0.0864941,37.31898,245.6072,203.7101,-0.008887753,0.9227117,0.3119428,349.5858,108.0592,127.1868,0.06836537,1.041908,0.4273071,302.4706,158.1816,353.6314,-0.07796159,1.04041,0.1215235,9.034926,115.2393,120.578,0.1667212,0.8921554,0.2764069,318.1681,188.8156,329.0927,-0.2579411,0.1288043,0.04858274,304.9705,359.7845,170.1207,0.1195043,0.09118438,-0.02793827,319.2217,349.4803,207.9648,-0.2722083,0.4788766,0.1987619,23.1378,347.1515,177.0699,0.0300918,0.3233286,0.2612139,49.35748,9.495099,200.8701,-0.1143211,0.7318351,-0.08953975,310.4211,356.6629,160.1502,0.04573425,0.6270596,-0.02049891,317.2621,350.9127,184.0179
1048,0.2555328,1.222894,0.09647097,14.68526,323.3885,328.6691,0.1769219,1.205687,0.03438067,78.08324,246.4823,338.6576,0.2941038,1.128803,0.08549245,37.77905,245.8894,204.3839,-0.005466396,0.9207499,0.3095918,352.0914,111.7363,127.953,0.06197963,1.044131,0.4251302,303.5099,167.5176,344.8851,-0.07788208,1.040805,0.1219049,10.82998,117.6536,121.4498,0.1664256,0.8950896,0.2776572,320.1858,191.2606,325.9278,-0.2581208,0.1289058,0.04940239,304.9785,359.8737,170.2759,0.1189895,0.09155083,-0.02879457,319.3971,349.4992,208.2403,-0.272296,0.4789989,0.1995411,23.13556,347.307,177.1188,0.02948216,0.322625,0.2611842,49.50337,9.769622,201.1159,-0.1146865,0.7317216,-0.08911911,310.3682,356.6886,160.1744,0.04528209,0.6269358,-0.01989326,317.3777,350.9157,183.9804
1049,0.2559556,1.222824,0.09515845,14.51223,323.2636,328.5667,0.1772878,1.205546,0.03315241,78.25951,247.3159,339.4779,0.2943895,1.128658,0.0844407,38.16302,246.1694,205.0499,-0.002116423,0.9186867,0.3069607,354.949,115.4834,129.1107,0.0549652,1.045859,0.422837,304.8266,174.0356,338.3099,-0.07788751,1.041336,0.1223001,12.76944,120.3146,122.4667,0.1657998,0.8981993,0.2786746,321.8655,192.8414,323.2657,-0.2584114,0.1290252,0.05027816,304.9762,359.9445,170.3932,0.1184707,0.09190565,-0.02967419,319.579,349.5215,208.5028,-0.2724905,0.4791623,0.2003233,23.12287,347.4258,177.1544,0.02877114,0.3218499,0.2611422,49.65717,10.03772,201.3737,-0.1150657,0.7316083,-0.08867947,310.3096,356.705,160.1919,0.04479335,0.6268145,-0.01921314,317.5089,350.9023,183.9432
1050,0.2563291,1.222788,0.09346267,14.27682,323.1491,328.4764,0.1776181,1.20539,0.03153823,78.46616,248.4435,340.6078,0.2946149,1.128532,0.08311138,38.86773,246.5794,205.8936,0.001438914,0.9161908,0.3034597,358.7524,119.8378,130.9287,0.04669709,1.047273,0.4203756,305.6679,178.7504,332.4718,-0.07813568,1.04215,0.1226679,15.17426,123.7155,123.8544,0.1658541,0.9020998,0.2803862,323.4428,193.7534,320.4923,-0.2587657,0.1291026,0.05137939,304.9548,359.9767,170.511,0.1179928,0.09231097,-0.0306656,319.8022,349.512,208.8354,-0.272836,0.4793328,0.2012082,23.09215,347.5196,177.197,0.02784689,0.3208647,0.2611072,49.83802,10.35345,201.713,-0.1155345,0.7314079,-0.08818527,310.2276,356.6874,160.2267,0.04418137,0.6266537,-0.01833079,317.6764,350.8445,183.9194
1051,0.2568032,1.222741,0.09135667,13.95443,322.9085,328.36,0.1780671,1.205185,0.02950791,78.65672,249.9918,342.1774,0.2949037,1.128366,0.08150122,39.61754,247.071,206.8648,0.004962632,0.9132152,0.2988499,2.741878,126.1337,133.5123,0.03667871,1.048123,0.4173657,306.6097,184.6162,325.1135,-0.07865097,1.04349,0.1230066,18.1169,128.0757,125.8092,0.1656162,0.9068984,0.2820837,325.284,194.8038,317.1773,-0.2593423,0.1292181,0.05271428,304.9151,359.9741,170.5924,0.1173991,0.09277874,-0.03186513,320.0949,349.4449,209.2663,-0.2734258,0.4795901,0.2022099,23.0411,347.5638,177.2271,0.02655972,0.319592,0.2610486,50.06414,10.71358,202.1328,-0.1160858,0.7311681,-0.0875949,310.1222,356.642,160.2593,0.04341178,0.6264648,-0.01716769,317.8975,350.7451,183.8883
1052,0.2575772,1.222607,0.08916673,13.56647,322.6347,328.2277,0.1788298,1.204912,0.02737758,78.73013,251.8354,344.0552,0.2954358,1.128086,0.07987458,39.74557,247.4163,207.6721,0.007695079,0.9101844,0.2936332,6.800585,133.0526,136.8913,0.02554624,1.048453,0.4134999,309.5358,193.451,315.9546,-0.0793098,1.045458,0.1232957,21.19954,132.978,128.2673,0.1632829,0.9118819,0.2821699,327.8067,196.7776,313.5469,-0.2602794,0.1294869,0.05408756,304.868,359.9748,170.6026,0.1165192,0.09325665,-0.0332405,320.4418,349.3363,209.7331,-0.2742618,0.4800164,0.2032229,22.97958,347.5523,177.2194,0.02492606,0.3181317,0.2609302,50.32842,11.05976,202.5575,-0.1166162,0.7310144,-0.08691844,310.0135,356.5982,160.2509,0.04256717,0.6262971,-0.01580465,318.1601,350.6376,183.8191
1053,0.2581355,1.222534,0.08723666,13.26076,322.3464,328.1289,0.1794129,1.204689,0.02546142,78.82494,253.5031,345.7864,0.2957985,1.127891,0.07848583,39.95185,247.7298,208.3173,0.009421956,0.9076405,0.2890541,10.42346,138.476,140.0253,0.01687939,1.048262,0.4104876,314.0633,201.2739,308.546,-0.07988971,1.047058,0.1233142,23.62445,137.2175,130.5074,0.1617458,0.916127,0.2823291,330.7191,198.9742,310.2948,-0.2610795,0.1296713,0.05525331,304.8066,359.9378,170.6381,0.1158681,0.09366053,-0.03431214,320.7422,349.2016,210.1504,-0.2751077,0.4803738,0.2039774,22.91381,347.5217,177.2276,0.02341953,0.3168647,0.2608619,50.5484,11.33949,202.9416,-0.1170405,0.7308383,-0.08639556,309.9095,356.5124,160.257,0.04184286,0.626156,-0.01456274,318.3911,350.5002,183.774
1054,0.2586084,1.222491,0.08520587,12.87697,322.085,328.0646,0.1799458,1.204463,0.02340966,78.93449,255.3169,347.6969,0.2960828,1.127728,0.07706627,40.27061,248.0771,208.9413,0.01061883,0.905179,0.284349,13.34704,144.4256,143.3387,0.008997606,1.047732,0.4077803,320.2817,208.1096,302.7018,-0.08049513,1.048646,0.1231071,25.87944,141.5437,132.8949,0.1606572,0.9204404,0.2826135,334.2515,201.3406,307.1078,-0.2618892,0.1298111,0.05642886,304.7245,359.8622,170.7009,0.1153049,0.09407032,-0.03530822,321.0526,349.0238,210.597,-0.276095,0.480725,0.2046363,22.83454,347.4704,177.2506,0.02177402,0.3155511,0.2608215,50.7669,11.61221,203.3569,-0.1174467,0.7306107,-0.08591852,309.7928,356.3771,160.2774,0.04109834,0.6260107,-0.01322362,318.6329,350.3155,183.7415
1055,0.2590023,1.222451,0.08315592,12.52512,321.812,328.0194,0.1804056,1.204227,0.02133666,79.06364,257.1644,349.6451,0.2963007,1.127576,0.07563231,40.65498,248.4513,209.5788,0.01192546,0.9031395,0.280211,15.31784,150.3578,146.4236,0.002347167,1.047499,0.4054404,327.2356,212.9491,298.3486,-0.08075419,1.050006,0.1229712,27.79037,145.6078,135.1243,0.1598427,0.9247237,0.2829986,337.9518,203.429,304.4361,-0.2626785,0.1298987,0.05761511,304.6335,359.7805,170.7795,0.1147999,0.09444195,-0.03620258,321.3495,348.8425,211.0353,-0.2771009,0.4810414,0.2052591,22.74933,347.4227,177.2823,0.02017282,0.3142775,0.2608034,50.96872,11.87722,203.7675,-0.1178604,0.7303485,-0.08546874,309.674,356.2298,160.3056,0.04035572,0.6258597,-0.0119024,318.867,350.1242,183.7189
1056,0.2593569,1.222395,0.08104372,12.18723,321.48,327.9803,0.1808267,1.203964,0.01920672,79.18935,259.0876,351.6675,0.2964843,1.127412,0.07414558,41.09287,248.8622,210.2594,0.01335992,0.9015089,0.2765734,16.59935,156.1165,149.2813,-0.003304659,1.04778,0.4033768,334.2652,216.4932,295.4261,-0.08071107,1.051234,0.1228961,29.44049,149.4412,137.2121,0.1591913,0.9290985,0.2834592,341.6638,205.1954,302.2596,-0.2634767,0.1299444,0.05884372,304.5349,359.6994,170.8701,0.1143118,0.09477931,-0.03703929,321.6397,348.662,211.472,-0.2781287,0.4813311,0.2058829,22.65841,347.3816,177.32,0.01859301,0.3130101,0.2607993,51.16006,12.14398,204.179,-0.1182967,0.7300523,-0.0850219,309.5526,356.0768,160.3386,0.03959606,0.6256958,-0.01057836,319.0986,349.9311,183.7019
1057,0.2597674,1.222279,0.07850607,11.79324,321.0521,327.9494,0.1813171,1.203599,0.0166547,79.24487,261.3952,354.0854,0.2966948,1.127173,0.07235173,41.65922,249.391,211.1111,0.0147681,0.9001973,0.2728186,17.47378,162.3965,152.3857,-0.008705419,1.048902,0.4013121,341.8364,219.7578,293.9491,-0.08051373,1.052809,0.1227697,31.10226,153.6129,139.5343,0.1586148,0.9343249,0.2840659,345.7756,206.8474,300.305,-0.2644522,0.1299536,0.06031061,304.4133,359.6094,170.9845,0.1137261,0.09512568,-0.03798265,321.9753,348.454,211.9807,-0.2793691,0.4816386,0.2066079,22.54681,347.3391,177.367,0.01674161,0.311507,0.2607943,51.37569,12.45796,204.661,-0.1188288,0.7296672,-0.08449797,309.4095,355.8942,160.3779,0.03868314,0.6254781,-0.009020515,319.3698,349.7054,183.6831
1058,0.2601463,1.222131,0.07597344,11.40044,320.631,327.9418,0.1817744,1.203198,0.01411275,79.2823,263.6981,356.4949,0.296881,1.12691,0.07055463,42.2558,249.9536,211.9935,0.01619117,0.8994146,0.2697819,17.92151,167.7132,154.9646,-0.01278331,1.05101,0.3995823,348.1953,222.0325,292.4514,-0.08004406,1.054152,0.1225447,32.44397,157.1708,141.5049,0.1582032,0.9395108,0.2846823,349.2809,208.0198,298.9763,-0.2654102,0.1299155,0.06177668,304.2878,359.5217,171.1078,0.1131713,0.09542233,-0.03882768,322.2941,348.2525,212.4759,-0.2805985,0.481905,0.2073122,22.43274,347.3033,177.4183,0.0149587,0.3100497,0.260812,51.57313,12.7657,205.1314,-0.1193619,0.7292529,-0.08398812,309.2679,355.7097,160.4209,0.03778122,0.6252478,-0.007494859,319.6305,349.4837,183.6693
1059,0.2605014,1.221956,0.07345669,10.99741,320.2431,327.9648,0.1822084,1.202764,0.01159116,79.33377,266.0284,358.9311,0.2970515,1.126627,0.06876932,42.87406,250.5494,212.9066,0.01779259,0.8990645,0.2674573,18.24511,171.9445,156.9499,-0.0162474,1.054255,0.3971759,353.3151,223.3503,290.9665,-0.0792838,1.055131,0.1221891,33.52684,160.0399,143.0472,0.1578956,0.9446507,0.2852313,352.3089,208.6341,298.1742,-0.2663102,0.1298547,0.06321613,304.1667,359.428,171.246,0.1126626,0.09567583,-0.03955166,322.5973,348.0553,212.962,-0.2818056,0.4821327,0.2080188,22.32488,347.2723,177.4758,0.01324757,0.3086371,0.2608791,51.75299,13.06897,205.5935,-0.1198844,0.7288085,-0.08347167,309.1268,355.5212,160.4691,0.03690016,0.6250058,-0.005974207,319.8808,349.2642,183.661
1060,0.2608922,1.221718,0.07067744,10.52462,319.8744,328.0262,0.1826867,1.202235,0.008810155,79.38118,268.6489,1.667755,0.2972416,1.126279,0.06680124,43.57944,251.2529,213.9609,0.01968094,0.8991853,0.2656227,18.75769,175.3166,158.4731,-0.01955883,1.05923,0.3934743,357.322,223.7621,289.6089,-0.07819971,1.055885,0.1215801,34.49408,162.3868,144.2488,0.1576438,0.9503198,0.285732,355.028,208.6818,297.8201,-0.2672494,0.1297704,0.06477492,304.0399,359.3161,171.4164,0.1121368,0.09590983,-0.0402286,322.9193,347.8403,213.4951,-0.2831278,0.482345,0.2088125,22.21462,347.2419,177.5459,0.01141006,0.3071043,0.2610115,51.93545,13.40212,206.0995,-0.1204495,0.7282817,-0.08288096,308.9706,355.3073,160.527,0.03594292,0.6247213,-0.004274968,320.1494,349.0221,183.656
1061,0.2613512,1.221386,0.06788998,10.02235,319.5773,328.1176,0.1832301,1.201616,0.00602252,79.28075,271.1338,4.264186,0.2974876,1.125841,0.06483244,44.30565,252.0152,215.0773,0.02098719,0.9000741,0.2644045,19.4357,177.398,159.4303,-0.02222775,1.065762,0.3887188,0.8824219,223.9249,289.2148,-0.07721083,1.056834,0.1206439,35.27917,163.9068,145.0516,0.1574962,0.9560139,0.286127,357.7325,208.5158,297.9621,-0.2681942,0.129675,0.06628222,303.9221,359.2023,171.5971,0.111586,0.09608221,-0.04084098,323.2362,347.6302,214.026,-0.2844709,0.4825195,0.2096127,22.11432,347.2125,177.6168,0.009566251,0.3055433,0.2611731,52.10961,13.73416,206.6024,-0.1210013,0.7277168,-0.08226062,308.8159,355.0914,160.5817,0.03498633,0.6244,-0.002537858,320.4174,348.7823,183.6466
1062,0.2618342,1.220996,0.06497517,9.555663,319.3131,328.2531,0.1838073,1.200915,0.003112573,79.20255,273.7667,7.015997,0.2977571,1.125347,0.06277908,45.07294,252.8623,216.2933,0.02219931,0.9017494,0.2642301,19.52068,178.6476,159.7891,-0.02427299,1.074088,0.3827202,5.064572,224.5639,290.5183,-0.07613544,1.057518,0.1194889,36.00278,164.4939,145.2749,0.1574101,0.961923,0.2863829,0.9986755,208.4795,298.6141,-0.2690967,0.1295474,0.06782611,303.8046,359.0718,171.8047,0.1110711,0.09621137,-0.04133248,323.5511,347.4125,214.5788,-0.2858422,0.482655,0.2104529,22.01723,347.1845,177.6985,0.007713474,0.3039532,0.2614135,52.27162,14.07815,207.1224,-0.1215462,0.7270855,-0.08159962,308.6538,354.8575,160.6459,0.03402276,0.6240459,-0.0007084534,320.6864,348.5312,183.6422
1063,0.2624012,1.22058,0.06183125,9.085797,319.0194,328.3691,0.1844748,1.200158,-2.519041E-05,79.13399,276.6635,10.04385,0.2980932,1.12483,0.06057058,45.90516,253.838,217.6672,0.02339587,0.9032812,0.2637739,19.95119,182.0107,161.764,-0.02696614,1.081667,0.3761096,9.483466,225.1448,291.0727,-0.07501569,1.058042,0.1180069,37.34219,166.1961,146.1928,0.1574014,0.9683287,0.2864794,4.467288,208.4023,299.0334,-0.2699606,0.1294445,0.06946905,303.6836,358.9182,172.0492,0.1105959,0.09635985,-0.04169198,323.8736,347.1793,215.1759,-0.2872687,0.4828165,0.2113718,21.92029,347.1568,177.7948,0.005806286,0.3023435,0.2617621,52.42488,14.44676,207.6786,-0.1220755,0.7264242,-0.08086221,308.4783,354.5949,160.7229,0.03304244,0.623708,0.001296423,320.9653,348.2589,183.6423
1064,0.2630425,1.220183,0.05871635,8.636095,318.696,328.4561,0.1852235,1.199414,-0.003128774,79.03458,279.5065,13.01805,0.29851,1.124339,0.05839399,46.72702,254.8712,219.0954,0.02418766,0.9041886,0.2625158,19.84451,185.524,163.8229,-0.03036268,1.086913,0.3700088,13.82217,224.7991,290.9394,-0.07409322,1.058526,0.1162136,38.52999,168.1025,147.3674,0.1574936,0.9747158,0.2863889,7.677927,208.2136,298.9017,-0.2707057,0.1293996,0.07106286,303.5703,358.7548,172.3092,0.1101361,0.09651923,-0.04189057,324.1763,346.9514,215.759,-0.2886191,0.4830126,0.2122886,21.8325,347.1303,177.8964,0.003944311,0.3008625,0.2621846,52.55952,14.79419,208.2116,-0.12252,0.7258114,-0.08010487,308.3047,354.3255,160.8043,0.03214626,0.6234337,0.00331822,321.2308,347.9901,183.6346
