Frame,Head_X,Head_Y,Head_Z,Head_RotX,Head_RotY,Head_RotZ,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,LeftShoulder_RotX,LeftShoulder_RotY,LeftShoulder_RotZ,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,RightShoulder_RotX,RightShoulder_RotY,RightShoulder_RotZ,LeftHand_X,LeftHand_Y,LeftHand_Z,LeftHand_RotX,LeftHand_RotY,LeftHand_RotZ,RightHand_X,RightHand_Y,RightHand_Z,RightHand_RotX,RightHand_RotY,RightHand_RotZ,LeftElbow_X,LeftElbow_Y,LeftElbow_Z,LeftElbow_RotX,LeftElbow_RotY,LeftElbow_RotZ,RightElbow_X,RightElbow_Y,RightElbow_Z,RightElbow_RotX,RightElbow_RotY,RightElbow_RotZ,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,LeftFoot_RotX,LeftFoot_RotY,LeftFoot_RotZ,RightFoot_X,RightFoot_Y,RightFoot_Z,RightFoot_RotX,RightFoot_RotY,RightFoot_RotZ,LeftKnee_X,LeftKnee_Y,LeftKnee_Z,LeftKnee_RotX,LeftKnee_RotY,LeftKnee_RotZ,RightKnee_X,RightKnee_Y,RightKnee_Z,RightKnee_RotX,RightKnee_RotY,RightKnee_RotZ,LeftHip_X,LeftHip_Y,LeftHip_Z,LeftHip_RotX,LeftHip_RotY,LeftHip_RotZ,RightHip_X,RightHip_Y,RightHip_Z,RightHip_RotX,RightHip_RotY,RightHip_RotZ
11,-0.1555208,1.43553,-0.1943886,4.322494,357.5906,4.862835,-0.221014,1.356906,-0.2110155,64.38438,81.72942,181.5852,-0.07316448,1.375108,-0.2029932,78.61835,278.5325,195.8653,-0.6577677,1.117525,-0.01094594,51.42165,115.0729,129.654,0.4126149,1.35295,0.05668734,60.9738,168.1872,147.0553,-0.5831562,1.202127,-0.2162729,57.35904,107.2294,132.031,0.3097455,1.402733,-0.1477878,70.10308,153.6422,128.6431,0.1273735,0.1569918,0.2501764,313.0248,350.0772,220.6179,0.1273807,0.1941739,-0.2499386,337.8164,17.91316,180.5848,0.004316323,0.5008509,0.1409713,337.7202,17.31788,192.88,0.2021491,0.4778957,-0.006204851,41.81492,22.4614,183.6112,-0.1420886,0.792559,-0.1149705,318.3761,1.304331,199.8063,0.05375288,0.8405828,-0.1414675,335.1913,14.26163,195.4591
12,-0.1546098,1.445741,-0.2024934,5.710995,356.5463,4.518987,-0.2204753,1.368283,-0.22231,63.70829,85.10903,185.1288,-0.0725653,1.384856,-0.212155,76.98762,267.6492,185.1572,-0.6410688,1.110659,-0.008723252,49.53617,116.8031,127.9702,0.4101866,1.317715,0.04914783,64.43559,178.2344,157.9429,-0.5745897,1.199378,-0.2151039,55.10076,108.0585,131.4456,0.3136614,1.382195,-0.1543116,71.102,172.142,148.2003,0.1070078,0.1565006,0.1710756,318.1855,347.0414,219.1065,0.1315087,0.1912339,-0.2596612,336.1771,12.58998,181.2903,-0.008998945,0.5165236,0.1238131,348.1449,14.94108,195.1929,0.1837962,0.4827385,-0.0192749,40.02465,17.91469,183.6361,-0.1508677,0.8019682,-0.1415711,317.8842,357.172,201.9127,0.04640726,0.8464051,-0.163255,335.1252,11.57243,194.7736
13,-0.1541183,1.454736,-0.2104461,7.095452,355.4991,4.18409,-0.220266,1.378515,-0.2334117,62.8648,88.28894,188.4908,-0.07233825,1.393474,-0.2212152,75.57124,259.0969,176.7635,-0.6229358,1.10249,-0.007323265,47.54153,118.2699,126.067,0.4058799,1.286552,0.03858361,66.91795,190.3697,169.9029,-0.5643569,1.195276,-0.2143085,52.70593,108.6922,130.8184,0.3149705,1.363997,-0.1629311,70.07286,189.3673,165.9422,0.09185892,0.1685818,0.08646968,323.5186,344.5666,217.018,0.1344959,0.187964,-0.2667446,334.4431,7.243353,182.0728,-0.02218627,0.5317762,0.1062515,358.7708,13.70091,197.6354,0.1649604,0.4873824,-0.03240497,38.13078,13.36764,183.6887,-0.1595574,0.8109475,-0.1680234,317.4018,353.4091,203.8854,0.03897737,0.8516386,-0.185065,334.9401,8.903883,194.0777
14,-0.1526388,1.461095,-0.2219879,8.548599,354.3547,3.627562,-0.2194422,1.386584,-0.2478111,61.981,90.86922,191.0229,-0.07143035,1.399002,-0.2339036,73.35246,253.3844,171.1892,-0.6012026,1.090479,-0.007055297,45.25378,119.3061,123.2998,0.4013276,1.241071,0.02195598,68.5832,202.8459,181.9976,-0.5499391,1.187708,-0.2139426,49.91536,108.9035,130.1301,0.3134936,1.333946,-0.1743348,66.64139,204.1819,180.0687,0.0641293,0.187005,-0.02618234,332.1711,345.7137,210.7036,0.1381364,0.18464,-0.2750608,332.4372,2.737407,183.1597,-0.04173172,0.5374094,0.08020377,12.51568,13.92531,199.6767,0.144308,0.4904121,-0.04711384,36.46613,9.24045,184.5881,-0.1690753,0.8173589,-0.1980874,317.9457,350.1976,204.6308,0.03051857,0.8551012,-0.2080892,334.8655,5.476506,193.6607
15,-0.1512783,1.465191,-0.2322467,9.767624,353.3592,3.116454,-0.2186278,1.39222,-0.2603964,61.16994,92.82581,192.9339,-0.07057592,1.40239,-0.2451527,71.33321,249.7876,167.6854,-0.5805162,1.07943,-0.007940978,43.20471,120.1266,120.8418,0.3943176,1.199798,0.004192889,69.08325,213.8752,192.2009,-0.5355686,1.180591,-0.2144108,47.40973,109.1048,129.6474,0.3092074,1.306444,-0.1862105,62.61863,213.2379,188.1424,0.04105384,0.218475,-0.1211731,340.0172,346.8732,205.5532,0.1396894,0.1812994,-0.2806141,330.6224,359.102,184.0337,-0.05908971,0.540363,0.05677955,24.35461,15.10521,202.042,0.126182,0.4922528,-0.06011452,35.03633,5.767624,185.3549,-0.1769424,0.8219758,-0.2240034,318.5126,347.6371,204.9919,0.02332849,0.8571852,-0.2277592,334.7642,2.518797,193.3025
16,-0.1495457,1.464866,-0.2420246,10.61164,352.3902,2.396922,-0.2176017,1.393435,-0.2719772,60.43892,94.44255,194.3895,-0.06949686,1.401227,-0.2558722,69.17624,247.7108,165.4409,-0.5554521,1.069757,-0.003296852,41.40454,120.6782,116.5231,0.3910386,1.153977,-0.02252991,67.3755,220.3978,196.1391,-0.5193705,1.17173,-0.2111029,45.02135,109.086,128.0098,0.3028079,1.27471,-0.2028335,58.27815,219.4157,191.4047,0.007190913,0.2478593,-0.2214273,349.6061,349.5735,200.9098,0.1407349,0.1776567,-0.2909158,328.4478,357.8311,184.5026,-0.08091043,0.5274751,0.02221373,36.3073,17.65229,204.4598,0.107845,0.4896483,-0.07395029,34.5308,3.350252,186.8528,-0.1839622,0.8213304,-0.2517635,320.6195,346.1035,203.5674,0.01648299,0.8553383,-0.2465281,334.9582,358.9346,193.1844
17,-0.1479853,1.463554,-0.2509634,11.34994,351.5059,1.720433,-0.216657,1.393547,-0.2825043,59.74086,95.83185,195.6447,-0.06853254,1.399186,-0.2656969,67.20206,246.1884,163.7263,-0.5309798,1.061339,0.0001046211,39.73531,121.195,112.5129,0.3850616,1.111706,-0.05048351,65.43163,224.6323,197.7883,-0.5032173,1.163808,-0.2087325,42.77192,109.1683,126.5733,0.2946762,1.245939,-0.2198431,54.02539,223.6556,192.7052,-0.02128728,0.2862278,-0.3051545,358.6937,351.4452,197.7665,0.1400028,0.1735497,-0.299383,326.2593,356.8185,184.7322,-0.1005696,0.5151448,-0.0108432,46.94106,21.43603,208.4091,0.0903779,0.486516,-0.08705321,34.02854,1.113412,188.0995,-0.190013,0.8201911,-0.2772653,322.5728,344.7283,202.1616,0.01026054,0.85289,-0.2637186,335.0912,355.6829,192.9906
18,-0.1483243,1.456984,-0.258478,11.85678,350.711,1.297962,-0.2171707,1.387965,-0.2916059,59.24768,98.15318,197.8356,-0.06904653,1.392542,-0.2744763,65.70909,243.8165,160.5701,-0.4934182,1.071059,0.01373821,38.31862,118.3545,105.6149,0.3804553,1.069856,-0.08922908,61.10014,224.6617,193.6144,-0.4914005,1.156727,-0.2042997,40.18926,108.8532,118.5995,0.2854049,1.21749,-0.2442782,49.89402,226.971,191.9451,-0.06445366,0.3229069,-0.3958408,9.216403,352.1847,190.8293,0.1402701,0.1694329,-0.3126202,323.6425,356.2495,185.0518,-0.1321608,0.4876139,-0.05880201,59.66314,23.68629,211.1883,0.07521088,0.4794874,-0.1001867,34.47848,359.5634,189.5736,-0.194719,0.8144286,-0.3064162,325.9543,344.0181,198.0212,0.004646786,0.8457127,-0.281181,335.1518,352.1096,193.211
19,-0.1488012,1.452188,-0.2628416,12.14235,350.2379,1.061108,-0.2177112,1.38374,-0.2969155,58.92981,99.56974,199.1799,-0.06959006,1.387769,-0.2796227,64.83372,242.4621,158.6966,-0.4699177,1.079091,0.02030087,37.08999,116.622,101.4724,0.3764691,1.045146,-0.1146956,58.22782,224.577,190.827,-0.4842526,1.15224,-0.2017969,38.51807,108.8582,113.52,0.2788986,1.200815,-0.2600152,47.38251,228.7355,191.0462,-0.08759023,0.3505459,-0.4464443,15.9081,352.1658,186.7047,0.1395018,0.1664024,-0.3204059,321.9627,355.9054,185.1976,-0.1512974,0.4709419,-0.09041899,67.43931,26.60601,214.5909,0.06547835,0.4745606,-0.1081477,34.7722,358.6411,190.4172,-0.1973684,0.8104882,-0.3241282,328.1381,343.5186,195.4484,0.001123115,0.8406651,-0.291683,335.1549,349.9653,193.2974
20,-0.1488012,1.452188,-0.2628416,12.14235,350.2379,1.061108,-0.2177112,1.38374,-0.2969155,58.92981,99.56974,199.1799,-0.06959006,1.387769,-0.2796227,64.83372,242.4621,158.6966,-0.4699177,1.079091,0.02030087,37.08999,116.622,101.4724,0.3764691,1.045146,-0.1146956,58.22782,224.577,190.827,-0.4842526,1.15224,-0.2017969,38.51807,108.8582,113.52,0.2788986,1.200815,-0.2600152,47.38251,228.7355,191.0462,-0.08759023,0.3505459,-0.4464443,15.9081,352.1658,186.7047,0.1395018,0.1664024,-0.3204059,321.9627,355.9054,185.1976,-0.1512974,0.4709419,-0.09041899,67.43931,26.60601,214.5909,0.06547835,0.4745606,-0.1081477,34.7722,358.6411,190.4172,-0.1973684,0.8104882,-0.3241282,328.1381,343.5186,195.4484,0.001123115,0.8406651,-0.291683,335.1549,349.9653,193.2974
21,-0.1577565,1.435809,-0.2780828,12.85437,349.2462,1.654541,-0.2256724,1.367454,-0.3138332,57.67503,103.6306,202.6709,-0.07750091,1.373047,-0.2974297,64.07608,238.2563,152.1338,-0.3926935,1.147467,0.03208667,29.5657,105.4079,74.8316,0.3600889,0.9841009,-0.2188585,48.96731,224.2662,184.376,-0.469148,1.144811,-0.1893434,32.41658,108.636,89.23061,0.2541394,1.164941,-0.323462,39.21838,232.9441,184.8081,-0.1818531,0.445641,-0.6049849,35.73848,341.4713,164.7864,0.1367186,0.1482938,-0.3459465,314.2998,353.7917,185.5507,-0.2546069,0.4185494,-0.2317817,84.90392,205.9373,36.85942,0.04105736,0.4544923,-0.1395828,34.64289,356.6709,192.6474,-0.2106659,0.800711,-0.3868808,337.1358,342.7031,180.5748,-0.01694397,0.8192743,-0.3278093,335.557,344.4581,194.8596
22,-0.1663972,1.434914,-0.2854231,13.45333,349.0309,2.281237,-0.2335427,1.366135,-0.3215687,57.00684,104.9793,203.6042,-0.08536276,1.373365,-0.3058976,64.23007,236.6454,149.5057,-0.3890875,1.186817,0.02758524,28.93168,103.3817,58.45477,0.3505027,0.9771049,-0.2616329,46.67458,223.4138,184.9643,-0.471666,1.148379,-0.1882547,31.00772,105.1989,78.96372,0.2420349,1.164817,-0.3503424,36.70835,233.5017,181.6622,-0.2182651,0.4744791,-0.6557609,37.29051,334.4068,154.396,0.1373275,0.1430412,-0.3525226,312.536,353.5616,185.66,-0.3076104,0.4175844,-0.2895803,76.56091,217.1133,50.04401,0.03222986,0.4515149,-0.1542984,33.50703,356.5257,194.0951,-0.2206274,0.8045374,-0.4109703,339.8123,342.0654,173.7192,-0.02944549,0.8157024,-0.3425081,336.0782,342.7983,196.0444
23,-0.1770394,1.432791,-0.2938963,14.10391,348.7494,3.007851,-0.2432678,1.363499,-0.3304709,56.24181,106.346,204.4984,-0.09511715,1.372649,-0.3155438,64.41589,234.8466,146.5791,-0.3899208,1.231463,0.01585069,28.32762,100.4045,38.93213,0.342066,0.9749153,-0.3070644,44.83901,222.0426,185.5715,-0.4749776,1.151832,-0.1873926,28.90718,101.1969,67.15206,0.2291557,1.167179,-0.3788718,34.78039,233.8347,177.8816,-0.2540528,0.514071,-0.7137156,38.41924,326.1305,142.0877,0.1360355,0.1361637,-0.3584191,310.4228,353.3552,185.5875,-0.3659505,0.4236493,-0.3607132,66.67791,217.9145,53.19021,0.02055168,0.4474867,-0.1707064,32.05542,356.1992,195.6328,-0.2323843,0.8085694,-0.4383713,343.0917,340.9453,165.9213,-0.04490465,0.8106729,-0.3595729,336.615,340.9005,197.3539
24,-0.1910754,1.440769,-0.3027962,14.94235,348.6104,3.562071,-0.2567778,1.371391,-0.3397696,55.83261,107.9827,205.5364,-0.1086045,1.381664,-0.3258315,64.47929,233.1304,144.33,-0.4160283,1.270972,-0.0008043945,30.33232,96.02627,22.86119,0.3292952,0.9878471,-0.3344897,44.1994,223.6329,185.5944,-0.4881608,1.160866,-0.1946012,26.25105,95.19152,58.39656,0.2166195,1.182468,-0.4000454,33.68984,234.252,176.911,-0.2820709,0.5381097,-0.7558941,35.49068,319.3962,135.7968,0.1367148,0.1371921,-0.3590888,310.8778,353.0158,185.9175,-0.4194002,0.4481852,-0.4118563,61.74757,221.3842,60.10836,0.007318944,0.4539787,-0.1905735,29.40764,355.2977,197.5701,-0.2472084,0.8219714,-0.4635081,343.7934,339.5168,159.7984,-0.06273331,0.817039,-0.378028,337.5814,338.9489,198.6705
25,-0.2056741,1.448404,-0.3119302,15.78238,348.4447,4.114661,-0.2708399,1.378946,-0.3493081,55.41774,109.5677,206.5132,-0.1226638,1.390358,-0.3363172,64.5225,231.3984,142.0923,-0.4461387,1.308732,-0.02193359,32.2406,89.17446,5.795973,0.3154743,1.00102,-0.3618635,43.59027,225.3563,185.6123,-0.5019653,1.169656,-0.2020027,22.9442,89.02757,49.8604,0.2032826,1.197907,-0.4211844,32.5891,234.7666,176.0171,-0.309757,0.5654975,-0.7998785,31.94655,313.34,129.8363,0.1353072,0.1388568,-0.3581159,311.274,352.9128,185.838,-0.4715547,0.4782287,-0.4659422,56.41724,223.404,65.5509,-0.007000268,0.4605519,-0.2106188,26.65073,354.0522,199.3298,-0.2623818,0.8356478,-0.4890171,344.4581,338.108,153.4358,-0.08139449,0.8232596,-0.3970805,338.5605,336.9438,199.9542
26,-0.2259347,1.464105,-0.3243413,16.92855,347.7256,4.19135,-0.2908127,1.395314,-0.3629927,55.43703,110.6439,207.921,-0.142678,1.40639,-0.3492598,64.49302,228.9989,140.17,-0.4539275,1.337845,-0.03941804,22.19304,94.67137,9.272748,0.295884,1.024258,-0.37437,41.79724,225.123,185.8574,-0.5182245,1.192102,-0.2111984,20.25019,93.47454,48.4637,0.1880596,1.222834,-0.4361107,31.83892,233.1503,176.2652,-0.3306234,0.5835907,-0.8350027,26.15262,307.6998,126.5331,0.1332653,0.1421382,-0.3525114,313.1916,352.0244,188.1396,-0.524235,0.5178638,-0.5132848,53.12785,225.4644,73.30012,-0.02561544,0.4713668,-0.2436078,21.66236,351.6728,201.7644,-0.2854249,0.8569769,-0.5157626,343.55,335.8068,148.4833,-0.1075295,0.8379295,-0.4190533,341.4702,334.4129,201.1611
27,-0.2444858,1.478311,-0.3358511,17.97173,347.0261,4.211617,-0.3091142,1.410182,-0.3756889,55.47429,111.586,209.2158,-0.1610231,1.420848,-0.3611834,64.43133,226.8194,138.4922,-0.4597506,1.363191,-0.05579224,12.76197,100.1902,13.52894,0.2772902,1.045193,-0.3851612,39.96267,224.8558,186.0965,-0.5327995,1.212836,-0.2199288,18.04474,98.1696,47.54623,0.1740532,1.245522,-0.4490423,31.04803,231.653,176.5857,-0.3509926,0.5988689,-0.8655905,20.42965,303.3135,124.0566,0.1254769,0.1470726,-0.3460608,314.867,352.4142,188.6508,-0.5698432,0.5566028,-0.5563564,49.96062,227.0823,80.07522,-0.04256371,0.4818256,-0.2739682,17.15669,348.8048,203.2951,-0.3064086,0.8765559,-0.5400361,342.449,333.9106,144.0044,-0.1315207,0.8514295,-0.4393131,344.2133,332.0978,202.1035
28,-0.2694458,1.496915,-0.3523448,18.91534,345.4571,3.816106,-0.3335614,1.429782,-0.3944032,55.81948,111.2858,210.5195,-0.1857622,1.439114,-0.3764178,64.13135,224.5755,138.1024,-0.4795924,1.388897,-0.08027855,7.08411,106.0454,17.8212,0.2492369,1.068768,-0.3823184,36.2947,222.0891,186.6341,-0.55942,1.238356,-0.2410528,16.76084,101.7748,47.84777,0.1562468,1.271183,-0.4547848,30.15085,227.8752,177.8897,-0.3700372,0.6102129,-0.8903493,14.63015,299.5457,123.4939,0.1106753,0.1570799,-0.3417476,317.2274,350.0246,194.1302,-0.6113126,0.5935715,-0.595702,48.13906,227.8919,86.24904,-0.06441642,0.4947669,-0.3133758,12.54552,344.1391,204.912,-0.332433,0.8990549,-0.5650388,341.324,332.1306,141.0277,-0.1587287,0.8695158,-0.4634687,348.128,328.5302,202.5226
