Frame,Overall_X,Overall_Y,Overall_Z,Overall_RotX,Overall_RotY,Overall_RotZ,Head_X,Head_Y,Head_Z,Head_RotX,Head_RotY,Head_RotZ,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,LeftShoulder_RotX,LeftShoulder_RotY,LeftShoulder_RotZ,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,RightShoulder_RotX,RightShoulder_RotY,RightShoulder_RotZ,LeftHand_X,LeftHand_Y,LeftHand_Z,LeftHand_RotX,LeftHand_RotY,LeftHand_RotZ,RightHand_X,RightHand_Y,RightHand_Z,RightHand_RotX,RightHand_RotY,RightHand_RotZ,LeftElbow_X,LeftElbow_Y,LeftElbow_Z,LeftElbow_RotX,LeftElbow_RotY,LeftElbow_RotZ,RightElbow_X,RightElbow_Y,RightElbow_Z,RightElbow_RotX,RightElbow_RotY,RightElbow_RotZ,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,LeftFoot_RotX,LeftFoot_RotY,LeftFoot_RotZ,RightFoot_X,RightFoot_Y,RightFoot_Z,RightFoot_RotX,RightFoot_RotY,RightFoot_RotZ,LeftKnee_X,LeftKnee_Y,LeftKnee_Z,LeftKnee_RotX,LeftKnee_RotY,LeftKnee_RotZ,RightKnee_X,RightKnee_Y,RightKnee_Z,RightKnee_RotX,RightKnee_RotY,RightKnee_RotZ,LeftHip_X,LeftHip_Y,LeftHip_Z,LeftHip_RotX,LeftHip_RotY,LeftHip_RotZ,RightHip_X,RightHip_Y,RightHip_Z,RightHip_RotX,RightHip_RotY,RightHip_RotZ
60,-0.05783776,-0.08720036,0.06979486,0,329.7321,0,-0.1045435,1.342357,0.1629735,36.49237,332.0443,3.517316,-0.1498719,1.287551,0.09031652,38.75236,76.69063,233.2954,-0.01545056,1.288723,0.1550055,51.95095,201.9672,151.2878,-0.29205,0.8796448,-0.2161774,11.75138,56.541,143.9249,0.001862817,0.9148461,0.4946093,41.43095,234.2827,274.4099,-0.2649162,1.110691,-0.2438368,5.221141,78.56703,172.0285,0.1598071,1.067653,0.4135279,31.29412,175.6278,220.2348,-0.2640252,0.1457668,0.01583066,313.0628,350.5738,174.3827,0.06814816,0.1371808,-0.1637391,308.4729,24.6072,192.2716,-0.2189747,0.4460217,0.24632,35.89134,348.7548,166.4776,0.09859867,0.3625985,0.1424538,52.20603,24.83262,195.3476,-0.1312023,0.7488293,-0.02319379,319.0148,3.808088,165.2676,0.07206868,0.7430388,-0.02009059,336.6902,3.710772,182.2056
61,-0.05965001,-0.08896396,0.06873573,0,329.2495,0,-0.1100516,1.336842,0.1655307,37.41535,332.1829,3.381509,-0.1545379,1.282936,0.09141746,38.13265,77.3765,235.4539,-0.02043167,1.284502,0.156749,51.31897,199.4136,149.6034,-0.2879548,0.8793579,-0.220051,10.72511,54.83218,143.5148,-0.01213808,0.9170891,0.5020371,40.58203,235.2845,275.681,-0.2600326,1.110241,-0.248279,5.101624,76.58647,171.6712,0.1503484,1.062762,0.4169011,32.31481,177.4998,222.621,-0.2633342,0.1463201,0.01623197,313.1523,349.9022,174.3466,0.06816231,0.1373793,-0.163768,308.4654,24.55485,192.3219,-0.2212174,0.4474438,0.246142,35.68548,348.0866,166.549,0.09788872,0.3631931,0.1422042,52.14662,24.60999,195.2598,-0.1304395,0.7464806,-0.0265674,318.3184,3.712198,164.8722,0.07287597,0.7420349,-0.02426643,336.119,3.667107,181.9787
62,-0.06156107,-0.08927892,0.06768404,0,328.9608,0,-0.1152472,1.333147,0.1686048,38.97102,332.393,3.360372,-0.1589692,1.280379,0.09307539,37.56345,78.5419,237.2024,-0.02499856,1.28232,0.1586746,50.29709,197.6838,148.0602,-0.2855395,0.8765064,-0.2159918,9.559667,54.23116,142.2889,-0.01559592,0.9128549,0.50071,39.77103,235.3845,275.1897,-0.2597754,1.107155,-0.2479467,4.25777,75.85125,170.8427,0.1480547,1.056737,0.4147626,31.74165,178.9232,223.7579,-0.2611997,0.1464035,0.01706625,313.3578,347.9612,174.3292,0.06822094,0.1369608,-0.1640375,308.4413,24.5327,192.3211,-0.2283224,0.4510503,0.2438197,34.91245,346.3721,167.0573,0.09572672,0.3645624,0.1408157,51.82542,24.11027,195.1091,-0.1291992,0.746181,-0.03023614,317.6036,2.507101,164.4751,0.07412208,0.7432495,-0.0264824,336.0466,3.154606,181.7093
63,-0.06334583,-0.0895334,0.06670352,0,328.6964,0,-0.1200675,1.32961,0.1714405,40.44056,332.6086,3.368218,-0.1630859,1.277942,0.09461809,36.99865,79.61049,238.7943,-0.02924247,1.280241,0.160465,49.30454,196.1686,146.6979,-0.2831801,0.8738359,-0.2120176,8.470632,53.65933,141.1435,-0.0182983,0.9087306,0.4993472,39.06045,235.4955,274.7021,-0.2594487,1.104189,-0.2474844,3.441993,75.15832,170.0791,0.1461904,1.051128,0.4125307,31.17888,180.226,224.7218,-0.2592936,0.1465801,0.01804709,313.5543,346.0922,174.3536,0.06821889,0.1366197,-0.1643344,308.4261,24.51532,192.3116,-0.2351049,0.4545524,0.2413762,34.17653,344.7575,167.5697,0.09361805,0.3658772,0.139459,51.52716,23.63303,194.9676,-0.1280181,0.745995,-0.03362896,316.9325,1.344079,164.1175,0.07528694,0.7444727,-0.02843574,335.9997,2.657394,181.4551
64,-0.06534375,-0.08813141,0.06587382,0,328.5802,0,-0.1252853,1.327643,0.1756581,42.64338,332.8607,3.533576,-0.1675017,1.277479,0.09738041,36.35538,81.23786,240.1898,-0.03370619,1.280125,0.1633115,47.73075,195.2968,145.3565,-0.2820557,0.8690392,-0.2008955,7.246219,54.11304,139.9432,-0.01278945,0.8990078,0.4899698,38.46171,235.0402,272.7532,-0.2637091,1.098939,-0.2420409,1.893326,75.67993,169.0739,0.1501094,1.044469,0.405262,29.29633,181.0819,224.5978,-0.2552916,0.1466163,0.01888452,313.9114,342.8558,174.3848,0.06833274,0.1362018,-0.1645426,308.426,24.49973,192.3062,-0.2460042,0.4599061,0.2358432,33.00932,342.0418,168.5413,0.09022202,0.368607,0.1371248,50.94425,22.89012,194.759,-0.1262569,0.7481319,-0.0373245,316.3256,359.0138,163.8991,0.07693212,0.7483741,-0.02858483,336.3856,1.693669,181.1592
65,-0.06706908,-0.08672153,0.06518892,0,328.501,0,-0.1297617,1.326014,0.1794314,44.61764,333.0993,3.724537,-0.1712885,1.277215,0.09992313,35.74931,82.66,241.3195,-0.03753252,1.280174,0.1659211,46.31502,194.6875,144.2474,-0.2805558,0.8647138,-0.1903538,6.134522,54.58583,138.9229,-0.00688614,0.8905225,0.4806952,38.00429,234.6201,270.935,-0.2674608,1.094007,-0.2365763,0.4352196,76.26007,168.1745,0.1542536,1.03915,0.3981462,27.56642,181.75,224.295,-0.2520771,0.1468363,0.01997542,314.2502,339.9072,174.4359,0.06834076,0.1359463,-0.1648645,308.4481,24.50465,192.2878,-0.2557868,0.4647316,0.2303007,31.96744,339.571,169.4282,0.08714797,0.3710943,0.1348791,50.43304,22.23031,194.5758,-0.1246652,0.7502868,-0.0404382,315.8206,356.872,163.7373,0.07834667,0.7520502,-0.02838308,336.7883,0.8078623,180.8982
66,-0.06880876,-0.0835359,0.06484844,0,328.6319,0,-0.1341081,1.326311,0.1845724,46.8202,333.353,3.804946,-0.1751035,1.279103,0.1038213,35.14146,84.64638,242.1136,-0.04128413,1.282223,0.1696833,44.39764,194.8639,143.1703,-0.2824154,0.8596587,-0.173128,5.252285,56.36942,138.2036,0.008200727,0.8796263,0.4639558,37.98762,234.0724,268.0198,-0.2769279,1.087927,-0.2255407,358.6956,78.36256,167.0647,0.164975,1.035161,0.3858457,24.90323,182.1378,222.9413,-0.2455317,0.1473146,0.02108571,314.1858,336.4737,173.3482,0.06851269,0.135781,-0.1647496,308.4391,24.52536,192.2682,-0.2683058,0.4707886,0.2214696,30.71853,335.8904,170.7816,0.08318206,0.3751054,0.1319037,49.64086,21.36457,194.3302,-0.1225868,0.7546579,-0.04351781,315.4157,353.5002,163.9339,0.0800092,0.7583601,-0.02609932,337.5998,359.4785,180.6373
67,-0.07028756,-0.08062103,0.06460007,0,328.7683,0,-0.1377776,1.326596,0.1891636,48.72966,333.5825,3.883493,-0.1783412,1.280798,0.1073753,34.57124,86.37019,242.7196,-0.0444648,1.284057,0.1731146,42.72173,195.1193,142.237,-0.2832572,0.8553503,-0.1574429,4.47532,58.02265,137.5999,0.02187701,0.8712495,0.4479268,38.00143,233.5543,265.3865,-0.2849105,1.082427,-0.215036,357.1543,80.3464,166.0442,0.1746023,1.032849,0.3742317,22.51279,182.4942,221.6872,-0.2403794,0.148067,0.02270227,314.1371,333.4647,172.2894,0.06858213,0.1358018,-0.1648351,308.4545,24.57627,192.2351,-0.2791073,0.4760743,0.2130157,29.65647,332.5743,171.9649,0.07976935,0.378663,0.1290829,48.96315,20.62693,194.1229,-0.1207396,0.7586458,-0.04603492,315.0938,350.4944,164.1313,0.08134847,0.7639954,-0.02380838,338.3606,358.2965,180.41
68,-0.07163021,-0.07697742,0.0644439,0,329.1278,0,-0.1407175,1.327821,0.1945101,50.56097,333.7626,3.627773,-0.181202,1.283556,0.1117723,34.13546,88.59608,243.013,-0.04712165,1.286629,0.1771036,40.74175,196.1094,141.2878,-0.2898245,0.8515197,-0.1381982,4.469933,61.06148,137.2923,0.04394035,0.8633556,0.4269919,38.73509,233.1625,261.9695,-0.2985701,1.077272,-0.2001898,356.0964,83.78593,164.9882,0.1896943,1.033276,0.3580479,19.80739,183.0083,219.555,-0.23294,0.1482891,0.02530367,313.8631,329.8189,170.9393,0.0688661,0.1357659,-0.1649929,308.4669,24.52908,192.3024,-0.2907028,0.4811866,0.2017992,28.49511,328.5583,173.5557,0.07594416,0.3827238,0.1256205,48.16108,19.80006,193.9233,-0.1186293,0.7634456,-0.04870984,314.8645,346.584,164.7275,0.08258757,0.770782,-0.02007104,339.4035,356.7794,180.2145
69,-0.07277376,-0.07381201,0.06431519,0,329.4496,0,-0.1431826,1.328717,0.199221,52.14373,333.9117,3.397985,-0.1836162,1.285802,0.1156877,33.71704,90.5146,243.2259,-0.04935961,1.288719,0.1806631,39.04314,196.9909,140.4183,-0.2945154,0.8482516,-0.1211255,4.4881,63.74254,136.9953,0.06264951,0.8581695,0.407346,39.3338,232.6855,258.8854,-0.3097103,1.072695,-0.1865307,355.2189,86.84407,164.0267,0.2022489,1.035004,0.3432204,17.39421,183.5348,217.7125,-0.2275372,0.1488433,0.02832074,313.6862,326.6302,169.7373,0.069088,0.1358791,-0.1653622,308.5002,24.51683,192.3548,-0.300414,0.4855533,0.1914872,27.52449,325.0078,174.9028,0.0727753,0.3862166,0.1224085,47.4912,19.11516,193.7638,-0.1167674,0.7676054,-0.05090651,314.6884,343.1953,165.2322,0.08350892,0.7765956,-0.01668934,340.3345,355.4641,180.0415
70,-0.0738166,-0.07044034,0.06400099,0,329.9941,0,-0.1452811,1.329435,0.2047157,54.02144,334.0872,3.035874,-0.1858967,1.288162,0.1204111,33.34208,93.11271,243.2581,-0.05127012,1.290785,0.1846291,37.07289,198.3981,139.293,-0.3045048,0.8448495,-0.09907236,5.129666,67.80411,136.686,0.08945125,0.8538367,0.3818674,40.67397,232.196,254.634,-0.3261606,1.067741,-0.1678773,354.8534,91.3116,162.7984,0.2191735,1.039683,0.3226751,14.65332,184.6017,214.9092,-0.2205892,0.1486364,0.03282627,313.3952,322.6523,168.372,0.06917942,0.1356623,-0.1657901,308.5085,24.43528,192.4445,-0.3104646,0.4895071,0.1778691,26.39477,320.714,176.6497,0.06899043,0.3899805,0.1184927,46.70313,18.26188,193.5336,-0.1143395,0.7720748,-0.0539168,314.5658,338.881,166.1287,0.08443775,0.7830525,-0.01233171,341.4727,353.7785,179.8371
71,-0.07486929,-0.06694131,0.06364506,0,330.5949,0,-0.1473387,1.32985,0.2105647,56.02554,334.2636,2.646936,-0.1881771,1.290343,0.1254945,32.8927,95.87806,243.2229,-0.05314854,1.292684,0.188874,35.03483,199.9213,138.0076,-0.3136485,0.8412318,-0.07479153,5.905871,72.18591,136.2939,0.1168667,0.852159,0.3525,42.04954,231.329,249.8018,-0.3424367,1.06233,-0.1466977,354.5979,96.15845,161.4371,0.2357503,1.046977,0.2997459,11.67921,185.8922,211.8675,-0.2149983,0.1488607,0.038527,313.1755,318.3923,166.8915,0.06926438,0.1355347,-0.166488,308.5356,24.38076,192.5354,-0.3203554,0.4935051,0.1627366,25.25053,316.0691,178.4517,0.0652201,0.3938719,0.1141185,45.89725,17.39922,193.3029,-0.111665,0.7766966,-0.05700181,314.4705,334.3167,167.0658,0.08518897,0.7896628,-0.007578634,342.6977,351.9891,179.6111
72,-0.07538418,-0.06501779,0.0633264,0,331.295,0,-0.1483476,1.32898,0.2154396,57.6115,334.52,2.451211,-0.1895779,1.290914,0.1299696,32.6202,98.70663,243.0346,-0.05400454,1.293128,0.1921799,33.50581,201.3609,136.7271,-0.3256961,0.8383963,-0.04987236,6.969428,76.64972,135.4692,0.1438801,0.8519253,0.3255569,43.70916,230.2554,244.6974,-0.3593843,1.057549,-0.125509,355.1264,100.965,159.86,0.250317,1.055095,0.2779783,9.290013,187.523,208.4939,-0.2101153,0.1484171,0.04400918,312.9131,314.7422,165.7886,0.06971592,0.1356536,-0.1682497,308.6673,24.24916,192.7196,-0.3269766,0.4954887,0.1498041,24.42698,312.2283,180.0304,0.06242611,0.3960382,0.1103921,45.46701,16.78549,193.2534,-0.1090419,0.7793462,-0.05987064,314.385,330.3606,168.0719,0.08577596,0.7940013,-0.003359944,343.7425,350.4091,179.4373
73,-0.07590632,-0.06306452,0.06300151,0,332.0118,0,-0.1492677,1.327815,0.2200508,59.24413,334.7888,2.276933,-0.1908839,1.291219,0.1341953,32.27662,101.5557,242.7857,-0.05477748,1.293373,0.1952325,31.99392,202.8165,135.3551,-0.335274,0.8354269,-0.02385169,8.065962,81.11121,134.5617,0.1696914,0.8544677,0.2958877,45.21285,228.6778,239.1399,-0.3746899,1.052356,-0.1030444,355.6973,105.828,158.2159,0.2633914,1.065242,0.2550836,6.809833,189.2743,205.0149,-0.2066521,0.1483901,0.04978091,312.7263,310.9891,164.6335,0.06929983,0.1348969,-0.1667722,308.5554,24.38748,192.5494,-0.3331754,0.4974963,0.135946,23.62576,308.236,181.5973,0.05911796,0.3988567,0.1083933,44.75813,15.97254,192.9542,-0.1061693,0.7819724,-0.0629904,314.3115,326.3455,169.0606,0.08629373,0.7982569,0.000688646,344.4774,348.783,179.2114
74,-0.0762621,-0.06283245,0.06316926,0,333.0082,0,-0.1496143,1.324598,0.2249324,60.31048,335.3211,2.244501,-0.1919502,1.289121,0.139045,32.02488,105.1127,242.3262,-0.05506115,1.291519,0.1982969,30.74405,204.3732,133.7291,-0.3484135,0.8323449,0.0115461,9.410262,86.42066,132.5215,0.1992589,0.8576328,0.2626261,47.00242,226.3483,231.8985,-0.3935056,1.045544,-0.07445763,357.1924,111.4872,155.6633,0.2760332,1.076449,0.2295261,4.374039,191.7743,200.4684,-0.2029884,0.1485506,0.05550411,312.5635,307.2846,163.6149,0.06925251,0.1348395,-0.1659996,308.5129,24.45848,192.4602,-0.338617,0.4983449,0.1230069,23.21759,304.3908,183.1436,0.05587032,0.3999891,0.1078818,44.50286,15.33713,192.9294,-0.1028477,0.7824041,-0.06608954,314.0382,322.3298,170.135,0.08681312,0.800409,0.005092051,345.0251,347.0948,179.0043
75,-0.076548,-0.06281222,0.06336293,0,333.8878,0,-0.1499095,1.321486,0.2290312,61.16772,335.8346,2.287581,-0.192859,1.286899,0.1431599,31.77462,108.1616,241.8368,-0.05531681,1.289621,0.2008651,29.75602,205.6946,132.2785,-0.3565314,0.830002,0.04355241,10.6014,90.89212,130.601,0.2229136,0.8631002,0.2325493,48.27594,223.7592,225.1619,-0.4076631,1.039351,-0.04832924,358.5951,116.297,153.3651,0.2848969,1.087613,0.207594,2.338057,194.0452,196.4127,-0.2008234,0.148949,0.06067725,312.4797,304.1131,162.7581,0.06930418,0.1348484,-0.1655746,308.494,24.49717,192.4057,-0.3429118,0.4989482,0.1118564,22.93536,301.1025,184.4501,0.05312433,0.4006831,0.1074907,44.34727,14.81825,192.9498,-0.09987202,0.7824948,-0.06860738,313.7917,318.8945,171.0558,0.08712579,0.8019245,0.008959025,345.4842,345.6407,178.8247
76,-0.07688089,-0.06506342,0.06425637,0,334.8959,0,-0.1496632,1.316467,0.2327957,61.15513,336.5638,2.379032,-0.1935063,1.282138,0.1472766,31.68898,111.289,241.2374,-0.05520672,1.285412,0.2031126,29.16631,206.8906,130.9862,-0.3632838,0.8275262,0.07918353,11.5494,95.47952,127.9077,0.2436484,0.8662834,0.2042593,49.241,221.2184,218.36,-0.4211537,1.03163,-0.0201968,0.448077,121.0078,150.6041,0.2909496,1.095078,0.1873491,0.6657446,196.6382,192.3654,-0.1990909,0.1494235,0.06440025,312.3626,301.7735,162.2701,0.06928222,0.1354297,-0.1656249,308.4913,24.51941,192.3928,-0.3468186,0.4984977,0.1047949,23.10186,298.8142,185.39,0.05051272,0.3990705,0.1093946,44.75321,14.61867,193.2727,-0.09737684,0.7797766,-0.07040542,313.2549,316.3408,171.7512,0.08729106,0.8004087,0.01226449,345.5491,344.4977,178.6897
77,-0.07727035,-0.06797924,0.06538448,0,336.0756,0,-0.149432,1.310307,0.2369529,61.01361,337.4713,2.564005,-0.194286,1.276139,0.1518898,31.59599,114.8277,240.4464,-0.05515867,1.280173,0.2055782,28.59415,208.2243,129.4989,-0.3665057,0.8255523,0.1208962,12.68719,100.6378,124.6314,0.2650156,0.8721288,0.1709525,49.96196,217.8896,210.2347,-0.4337975,1.022541,0.01342215,2.71146,126.2707,147.3304,0.2957662,1.104262,0.1646861,358.8971,199.7052,187.6203,-0.1975542,0.1500799,0.06863287,312.2484,299.1931,161.774,0.06928589,0.1361388,-0.1656937,308.4859,24.50206,192.397,-0.3511582,0.4977979,0.09701966,23.37015,296.3339,186.4313,0.04739852,0.3968025,0.1119211,45.30153,14.41784,193.6973,-0.0944833,0.7761734,-0.07227089,312.6002,313.4879,172.5443,0.08738048,0.7981433,0.01607577,345.5649,343.2087,178.5364
78,-0.07781507,-0.07270925,0.06717075,0,337.3386,0,-0.148718,1.302845,0.2407188,60.44487,338.5521,2.862297,-0.1947485,1.268388,0.1563774,31.7383,118.3773,239.5632,-0.05475353,1.273336,0.2076813,28.39322,209.3915,128.2801,-0.3663237,0.8234501,0.1649626,14.03236,105.8302,120.9551,0.2817166,0.8754749,0.1406752,50.22495,214.8823,202.7282,-0.4432849,1.012289,0.04963468,5.521895,131.2822,144.0786,0.2978716,1.109125,0.1447973,357.5358,202.7789,183.2547,-0.1967334,0.1505972,0.07122333,312.1003,297.5544,161.5237,0.06891228,0.136749,-0.1656815,308.4815,24.51428,192.3981,-0.3556722,0.4963977,0.09286386,23.91289,294.8336,187.0994,0.04405852,0.3925561,0.1161687,46.1963,14.4581,194.3344,-0.09235449,0.7703918,-0.07334443,311.7171,311.5079,173.0708,0.08717592,0.7933533,0.01941249,345.2793,342.2151,178.41
79,-0.0784058,-0.07793375,0.06913826,0,338.6537,0,-0.1481059,1.294836,0.2444029,59.76831,339.716,3.250974,-0.1953083,1.259943,0.1608625,31.94221,121.9552,238.569,-0.05448115,1.265947,0.2097178,28.29898,210.5252,127.0669,-0.3610463,0.8226815,0.2099115,15.58242,111.0026,117.068,0.2960949,0.8801472,0.1096999,50.09347,211.7331,195.1002,-0.4493388,1.001979,0.0876811,8.576956,136.1739,140.714,0.2981977,1.113856,0.125388,356.321,205.9408,178.7838,-0.1960399,0.1511224,0.07355679,311.95,296.0505,161.3275,0.06856608,0.1373959,-0.1654886,308.4693,24.47255,192.4234,-0.3602931,0.4947602,0.08910391,24.53135,293.4971,187.7236,0.0404603,0.3877502,0.1209157,47.18034,14.542,195.0615,-0.09026043,0.7639233,-0.0741986,310.7703,309.6017,173.5898,0.0868568,0.7878627,0.02285105,344.9241,341.231,178.2892
80,-0.07896034,-0.08295467,0.07103191,0,339.8448,0,-0.1474176,1.287914,0.2468883,59.40262,340.8456,3.848791,-0.1956141,1.252503,0.1642056,32.32375,124.9344,237.5359,-0.05406805,1.259552,0.2107906,28.54983,211.3097,126.2596,-0.3523159,0.8210887,0.2499571,17.54647,115.6173,113.8394,0.3044931,0.8824433,0.08580013,49.65701,209.6441,189.5054,-0.449301,0.9925237,0.1231205,11.72567,140.2799,138.3633,0.2970777,1.115243,0.1106993,355.497,208.5295,175.493,-0.1959186,0.1514949,0.0742598,311.7675,295.5904,161.3795,0.06823682,0.1378576,-0.1651295,308.4485,24.49264,192.3843,-0.3640112,0.4933294,0.08846473,25.09884,293.1752,188.0063,0.03723911,0.3829862,0.1254658,48.09867,14.7166,195.7914,-0.08918647,0.757738,-0.07461077,309.8775,308.6513,173.8696,0.08634739,0.7822145,0.02514391,344.4698,340.5813,178.2084
81,-0.07950618,-0.08790347,0.0728985,0,341.0161,0,-0.1469635,1.281057,0.2492404,59.05376,341.9727,4.493007,-0.1960735,1.245093,0.167411,32.73504,127.7902,236.47,-0.05388117,1.253243,0.2117965,28.8391,212.0379,125.4671,-0.3399756,0.8211135,0.2880095,19.63376,119.9188,110.6893,0.3110925,0.8855996,0.06243053,49.01719,207.6735,184.1653,-0.4461532,0.9841623,0.1575298,14.88351,144.0645,136.0661,0.295013,1.116749,0.09680728,354.7709,211.0552,172.2696,-0.1957672,0.1518355,0.07478754,311.5921,295.1729,161.4464,0.06809879,0.1383749,-0.1646549,308.4218,24.45582,192.3789,-0.3675969,0.491853,0.08784379,25.66288,292.8992,188.2705,0.03404263,0.3782474,0.1299567,48.99909,14.9083,196.5582,-0.08814371,0.7515603,-0.07492041,309.0076,307.7264,174.1524,0.08579943,0.7765852,0.02745036,344.024,339.9373,178.1406
82,-0.07994799,-0.09181064,0.07418587,0,341.9996,0,-0.1465658,1.276394,0.250202,59.1487,342.9862,5.219705,-0.1963691,1.239925,0.1691688,33.24386,129.8273,235.3782,-0.05366905,1.249063,0.2116933,29.35001,212.4993,125.1295,-0.3268954,0.818279,0.3156019,21.82158,123.7499,108.9735,0.3134727,0.8863357,0.04750476,48.46814,206.7471,181.134,-0.43847,0.9773263,0.1846873,17.42961,147.3152,135.3628,0.293043,1.116183,0.08779796,354.3195,212.7109,170.4249,-0.1960342,0.1514786,0.07381856,311.4921,295.6208,161.5117,0.06833266,0.1381854,-0.1644213,308.4348,24.4715,192.2956,-0.3697581,0.4904225,0.08946448,26.05699,293.3139,188.2025,0.03177624,0.3743597,0.1328662,49.60627,15.06666,197.1659,-0.08827706,0.7468477,-0.07500023,308.4196,307.6828,174.201,0.08506414,0.7719757,0.02836153,343.6671,339.6251,178.1243
83,-0.08036018,-0.09545381,0.07538249,0,342.9186,0,-0.1463361,1.272012,0.2510691,59.24245,343.9532,5.930697,-0.1967544,1.235053,0.170784,33.74605,131.6926,234.3405,-0.05361493,1.245148,0.2115803,29.84242,212.912,124.8086,-0.3130514,0.8168286,0.3405679,24.00483,127.1987,107.4114,0.3150422,0.8872623,0.03367624,47.89689,205.9383,178.389,-0.429666,0.9719012,0.2092779,19.89602,150.2512,134.7448,0.2908365,1.115685,0.07958345,353.9209,214.2455,168.7141,-0.1962574,0.1511013,0.0728288,311.4065,296.0428,161.5705,0.06869029,0.1380172,-0.1641159,308.4402,24.45958,192.2379,-0.3717259,0.4890203,0.09097643,26.43005,293.6988,188.1301,0.02969494,0.370716,0.1355926,50.16389,15.23132,197.7622,-0.08840981,0.7424061,-0.07504107,307.8793,307.6442,174.2463,0.08436278,0.7676539,0.02923939,343.3375,339.3288,178.1193
84,-0.080752,-0.09771834,0.07593442,0,343.7513,0,-0.1461143,1.27043,0.2504149,59.40207,344.9022,6.533186,-0.1971147,1.232813,0.1708984,34.39678,132.9282,233.2044,-0.0536194,1.243794,0.2101881,30.5378,213.2194,124.9628,-0.2996284,0.8129559,0.3544536,25.85606,130.4358,106.7358,0.3150086,0.8866469,0.02648361,47.54338,205.6424,177.285,-0.4196311,0.9675729,0.2257039,21.38535,153.1079,135.1365,0.2894332,1.11432,0.07528377,353.6426,214.9285,167.9482,-0.1962418,0.1501885,0.07067056,311.4336,297.0777,161.6437,0.06893267,0.1375094,-0.1643039,308.4702,24.4448,192.2228,-0.3720968,0.487516,0.09502308,26.74474,294.6481,187.7199,0.02862652,0.3682237,0.1367623,50.46143,15.42791,198.1698,-0.08997224,0.7397542,-0.07472918,307.6888,308.4675,174.106,0.08334506,0.7646976,0.02871735,343.1103,339.4361,178.1641
85,-0.08113173,-0.09975339,0.07639139,0,344.5464,0,-0.1459312,1.26924,0.2494951,59.55347,345.8257,7.110701,-0.1974782,1.230952,0.1707397,35.07782,134.0325,232.0815,-0.05366526,1.242784,0.2085948,31.25063,213.5033,125.1787,-0.2863425,0.8096684,0.3664152,27.76266,133.5889,106.2001,0.3147064,0.8858122,0.02036692,47.229,205.4229,176.4402,-0.4091912,0.9641669,0.2402329,22.85184,155.9312,135.6967,0.2881423,1.112837,0.07159964,353.3898,215.4721,167.3334,-0.1963706,0.1492499,0.06850977,311.4696,298.1487,161.7237,0.06915495,0.1369118,-0.1643914,308.4937,24.43067,192.207,-0.3722398,0.4860412,0.09932221,27.0385,295.6348,187.2805,0.0276906,0.3659245,0.1378146,50.70852,15.61855,198.5419,-0.09167092,0.7373461,-0.07434762,307.5377,309.3699,173.9503,0.0823022,0.7619473,0.02807486,342.8915,339.5854,178.2164
86,-0.08145936,-0.09909103,0.07627834,0,345.0745,0,-0.1455434,1.272362,0.2471507,59.50207,346.4091,7.250211,-0.1975708,1.23332,0.1690428,35.86782,134.3415,231.2111,-0.05356851,1.245533,0.2060471,31.94578,213.7455,126.05,-0.2800949,0.8048733,0.3615406,28.58248,136.0655,106.4819,0.3126076,0.8836834,0.02158213,47.025,205.842,177.6155,-0.4043819,0.9632384,0.2417208,22.53893,158.4253,137.045,0.2880865,1.110929,0.07285521,352.9866,214.9765,167.8044,-0.1965208,0.1486982,0.06627105,311.5747,299.6033,161.9229,0.06909984,0.1363864,-0.1644777,308.4785,24.42524,192.2696,-0.3701794,0.48561,0.1067798,27.18147,297.1468,186.5056,0.02853502,0.3661341,0.1372921,50.55178,15.84897,198.5641,-0.09474638,0.7381244,-0.07324051,307.7728,311.1476,173.6774,0.08106594,0.7620491,0.02615702,342.827,340.2369,178.3608
87,-0.08180159,-0.09817463,0.07611313,0,345.6049,0,-0.1451033,1.275973,0.2444905,59.42689,346.9839,7.351375,-0.1976246,1.23613,0.1670673,36.71964,134.5872,230.3076,-0.0534386,1.248703,0.2032265,32.68538,214.0031,127.0296,-0.2741433,0.8000183,0.3548294,29.34176,138.7175,106.8068,0.3103716,0.8814535,0.0235967,46.82607,206.2774,178.9854,-0.3996722,0.9625776,0.2421326,22.06891,161.08,138.4821,0.2881293,1.108971,0.07470076,352.5738,214.3336,168.3778,-0.1970579,0.1482465,0.06399579,311.6798,301.1692,162.1472,0.06892271,0.135806,-0.1645247,308.4614,24.42395,192.3303,-0.3676883,0.4853044,0.1148401,27.30769,298.7893,185.6629,0.02947487,0.3665351,0.1366438,50.35506,16.08024,198.5461,-0.09807795,0.7391888,-0.07194112,308.0402,313.0936,173.3821,0.07970584,0.7623436,0.0240746,342.7639,340.9643,178.5115
