Frame,Head_X,Head_Y,Head_Z,Head_RotX,Head_RotY,Head_RotZ,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,LeftShoulder_RotX,LeftShoulder_RotY,LeftShoulder_RotZ,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,RightShoulder_RotX,RightShoulder_RotY,RightShoulder_RotZ,LeftHand_X,LeftHand_Y,LeftHand_Z,LeftHand_RotX,LeftHand_RotY,LeftHand_RotZ,RightHand_X,RightHand_Y,RightHand_Z,RightHand_RotX,RightHand_RotY,RightHand_RotZ,LeftElbow_X,LeftElbow_Y,LeftElbow_Z,LeftElbow_RotX,LeftElbow_RotY,LeftElbow_RotZ,RightElbow_X,RightElbow_Y,RightElbow_Z,RightElbow_RotX,RightElbow_RotY,RightElbow_RotZ,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,LeftFoot_RotX,LeftFoot_RotY,LeftFoot_RotZ,RightFoot_X,RightFoot_Y,RightFoot_Z,RightFoot_RotX,RightFoot_RotY,RightFoot_RotZ,LeftKnee_X,LeftKnee_Y,LeftKnee_Z,LeftKnee_RotX,LeftKnee_RotY,LeftKnee_RotZ,RightKnee_X,RightKnee_Y,RightKnee_Z,RightKnee_RotX,RightKnee_RotY,RightKnee_RotZ,LeftHip_X,LeftHip_Y,LeftHip_Z,LeftHip_RotX,LeftHip_RotY,LeftHip_RotZ,RightHip_X,RightHip_Y,RightHip_Z,RightHip_RotX,RightHip_RotY,RightHip_RotZ
76,-1.271832,0.8833225,-0.606941,65.78259,176.6423,99.75431,-1.360234,0.8651447,-0.5558336,353.904,241.3627,232.0096,-1.320499,0.9306189,-0.6838546,3.04292,259.399,74.92122,-1.159061,0.4109428,-0.3043319,70.41865,234.9135,133.7554,-0.9178801,0.8425908,-1.078195,35.30991,202.6616,103.3814,-1.30255,0.585722,-0.3655436,41.39022,237.7952,173.9534,-1.106267,0.9377049,-0.9765373,30.5047,223.5276,118.1171,-2.185951,0.168461,-0.839114,325.0568,58.90504,175.2628,-1.959633,0.1634753,-1.267844,311.7932,61.61214,220.596,-1.86525,0.3536698,-0.7488014,60.93014,74.68259,180.3586,-1.818837,0.4701457,-1.090012,22.03288,95.19765,209.8504,-1.873923,0.7655533,-0.7007287,359.834,81.17258,186.7616,-1.841052,0.8325406,-0.8899229,2.182589,79.73059,208.9783
77,-1.247251,0.8254854,-0.6333606,64.49711,188.7069,108.7638,-1.331593,0.8117086,-0.5751796,351.3706,249.5728,231.8411,-1.299384,0.8782643,-0.7047483,0.2866386,267.9542,74.5981,-1.10266,0.3609118,-0.3440492,71.10477,251.7166,134.033,-0.9784994,0.7728795,-1.165437,37.02755,215.7032,107.8389,-1.254547,0.534196,-0.386316,42.11848,248.0484,175.6973,-1.13757,0.882408,-1.032883,28.26541,236.3282,122.0651,-2.193749,0.1623225,-0.8399045,321.1966,60.10782,174.7516,-2.199074,0.229569,-1.218667,320.9469,80.99668,217.6979,-1.868491,0.341666,-0.7541651,61.82952,80.60965,184.7433,-1.975657,0.5087118,-1.08578,23.73616,121.0796,216.923,-1.859043,0.7476339,-0.6696957,1.866591,87.42696,191.6788,-1.850886,0.8300259,-0.8554571,11.21627,104.3675,217.799
78,-1.225171,0.7651811,-0.6605349,63.25521,199.5269,117.4391,-1.305518,0.7562386,-0.5966706,349.1453,257.4682,232.4881,-1.278825,0.8228174,-0.7274756,357.7372,275.9677,74.19641,-1.055266,0.3100571,-0.380506,76.19618,241.1345,109.8491,-1.042676,0.720904,-1.238923,41.24532,227.6161,110.2643,-1.212109,0.482501,-0.4038879,42.40238,254.765,175.4328,-1.172007,0.8380279,-1.082635,28.30633,248.5088,124.6049,-2.20155,0.1572107,-0.8379297,318.1576,62.08242,174.3943,-2.426863,0.3790836,-1.107072,334.1676,97.26018,216.0123,-1.872943,0.331634,-0.7548553,62.43462,85.47981,188.5873,-2.113745,0.5832185,-1.031039,29.92364,144.9655,231.867,-1.839732,0.7311931,-0.6486301,4.232441,91.95406,194.9922,-1.845517,0.8259048,-0.8285148,21.93142,126.044,230.8703
79,-1.206543,0.7019788,-0.6943829,62.42992,212.6325,127.1457,-1.281164,0.7009389,-0.6234921,345.7866,265.897,235.608,-1.261118,0.7630948,-0.7576187,353.8286,284.5677,74.77088,-1.020135,0.2588092,-0.4113123,82.43896,207.55,72.23656,-1.119764,0.6675822,-1.307581,48.21065,240.8466,112.6301,-1.175249,0.4341149,-0.4208564,41.45084,261.534,176.7219,-1.2162,0.7873508,-1.130872,30.47916,261.8741,126.3902,-2.20946,0.1534939,-0.8410449,316.2129,63.38228,174.4283,-2.576089,0.6222662,-0.915448,358.3552,111.5048,228.8467,-1.882187,0.3322813,-0.7620848,61.29198,90.58299,192.4662,-2.200468,0.6863114,-0.932822,38.77366,174.7848,257.563,-1.818708,0.7217336,-0.6342897,7.377987,95.71844,198.7735,-1.828514,0.8226023,-0.8106177,37.84594,146.12,245.3969
80,-1.193806,0.6408514,-0.7289008,62.91335,229.237,140.2842,-1.259812,0.6521081,-0.6509015,340.8133,273.9799,242.2996,-1.249676,0.7023206,-0.7910126,347.914,293.2689,77.37913,-0.9977069,0.2148165,-0.4285794,79.61423,168.6782,40.54859,-1.198511,0.6092706,-1.354662,56.27075,257.199,118.8744,-1.143279,0.3982766,-0.4344648,38.34073,262.5198,176.7907,-1.266581,0.73816,-1.171292,33.28027,275.2622,131.161,-2.215399,0.1512973,-0.8386891,316.3642,66.95267,174.9888,-2.568651,0.9086064,-0.7158519,10.11103,136.9132,241.9153,-1.895936,0.3472794,-0.7691013,57.29816,98.70439,197.8954,-2.219248,0.8006613,-0.8242936,38.84625,210.9888,291.3066,-1.795543,0.7219374,-0.6221771,10.87446,100.487,203.102,-1.806029,0.8221471,-0.7988415,52.60453,172.5825,265.1044
81,-1.187412,0.5883246,-0.7611548,60.57171,250.4219,157.0444,-1.241661,0.6145092,-0.6779068,334.5465,280.9738,250.5651,-1.244799,0.6486017,-0.8231066,340.4847,300.9315,80.89838,-0.9785643,0.1876123,-0.4397929,73.35464,149.5496,24.75856,-1.265881,0.5492824,-1.377841,62.99619,276.8926,130.4818,-1.112889,0.3794489,-0.4460525,34.95928,263.2065,177.6334,-1.315069,0.6924822,-1.19911,35.15763,287.5739,138.3945,-2.23811,0.1574414,-0.7999722,318.2913,80.23721,176.0957,-2.424123,1.145808,-0.5457526,15.96518,163.8221,264.1296,-1.934208,0.3812992,-0.7466908,49.23686,112.7414,205.9191,-2.185995,0.9109729,-0.7291705,23.52436,237.4883,312.1799,-1.768433,0.7349257,-0.6070448,17.14399,109.673,206.8453,-1.783483,0.8298424,-0.7862836,54.36986,204.2427,289.6298
82,-1.191806,0.5455847,-0.79335,55.99418,268.3597,169.9948,-1.231376,0.5848665,-0.7072734,327.7127,286.1385,257.8005,-1.25209,0.6050317,-0.8536272,333.108,308.879,83.22362,-0.9605799,0.1750172,-0.4607471,71.83189,147.0201,20.97375,-1.344092,0.4940822,-1.385065,67.89511,292.4967,137.3601,-1.086896,0.372318,-0.4602883,32.6012,267.5888,178.5881,-1.378482,0.6518861,-1.215401,35.83688,299.7145,146.2005,-2.257754,0.1772299,-0.7108322,323.6808,87.83502,189.8211,-2.220006,1.309046,-0.4468892,19.86364,192.8166,295.0306,-1.975947,0.4322118,-0.6812181,36.02581,133.1266,214.1997,-2.132022,1.009167,-0.6655807,3.79164,252.9206,321.9903,-1.736506,0.7568653,-0.5847689,21.75536,127.934,212.5676,-1.763005,0.8482434,-0.7645192,48.83508,223.8077,306.1381
83,-1.214332,0.5071408,-0.8263326,52.53674,282.7502,177.7865,-1.236287,0.5566986,-0.7394621,319.7641,297.1443,263.4479,-1.278617,0.5672653,-0.8821216,325.2938,318.6598,82.99435,-0.9432678,0.165,-0.4884627,71.86644,146.9456,20.47306,-1.438232,0.4336933,-1.376412,70.82861,306.1601,141.1531,-1.058797,0.3686468,-0.4804173,29.62008,272.7505,179.3905,-1.461156,0.6068783,-1.220361,34.99191,311.872,154.4848,-2.23378,0.2038196,-0.5810557,346.5513,87.28575,213.4851,-2.008018,1.437322,-0.422991,16.28762,218.1276,323.6474,-1.964441,0.4726648,-0.603112,25.45671,156.4139,218.6375,-2.059908,1.116731,-0.6230497,346.1113,261.9868,329.9734,-1.69759,0.7871075,-0.5589491,18.06102,148.3251,217.1171,-1.740436,0.8778328,-0.735854,41.84752,238.6093,320.6779
84,-1.244088,0.4767383,-0.8449416,50.37374,295.1777,182.3617,-1.247962,0.5338753,-0.7601129,311.6383,309.1902,266.8626,-1.31256,0.5380149,-0.8945196,317.7523,328.3394,81.80045,-0.927973,0.155857,-0.5138579,71.52747,146.978,20.94789,-1.53439,0.3652847,-1.340821,69.66574,321.0323,146.8416,-1.035547,0.3638555,-0.5069315,27.38367,275.5356,180.8519,-1.543756,0.5547907,-1.203451,31.4317,323.3635,161.4661,-2.236253,0.279868,-0.4515661,352.0514,93.21642,211.4192,-1.838752,1.516706,-0.4478517,4.616951,234.9388,338.7399,-1.953004,0.5282711,-0.5096489,24.59132,168.4365,224.2216,-1.986824,1.19789,-0.5959263,334.4046,268.172,337.9373,-1.654715,0.8155123,-0.5331221,19.91057,164.1519,222.5609,-1.713375,0.9061906,-0.7054552,36.92387,249.915,331.6629
85,-1.278202,0.4538902,-0.8572835,47.2687,306.141,183.8412,-1.26405,0.5165723,-0.777352,304.8181,321.9534,267.5413,-1.350428,0.5164991,-0.8989824,311.2857,337.9768,80.64637,-0.9190046,0.1448137,-0.5471683,71.50265,146.9919,20.8878,-1.629735,0.3094851,-1.291666,69.60496,335.7953,154.3786,-1.019193,0.3565659,-0.5445471,25.14237,278.92,183.1676,-1.625751,0.5087532,-1.168593,28.80165,334.6901,166.114,-2.210163,0.3821729,-0.2869622,358.2185,100.9126,204.1072,-1.699344,1.558393,-0.5029549,352.6875,248.9295,345.3101,-1.91683,0.5936065,-0.4076239,35.41282,174.0684,227.1118,-1.920476,1.256715,-0.5776902,325.0521,276.7419,344.7735,-1.606738,0.8477771,-0.5138062,30.0027,172.3022,224.9585,-1.683191,0.9331265,-0.6818322,34.14474,261.5701,340.585
86,-1.309713,0.4369344,-0.8646327,43.85428,316.3875,184.4916,-1.27979,0.503924,-0.7926062,299.63,333.6859,266.924,-1.385362,0.5001644,-0.8979419,305.9783,346.9845,80.23717,-0.91522,0.1325466,-0.5895022,71.41851,147.2999,21.34373,-1.728152,0.2756839,-1.22576,72.81199,350.8391,164.0656,-1.008971,0.3472423,-0.5892209,23.10855,282.432,184.8748,-1.707004,0.4797767,-1.112758,27.35191,347.2829,168.7983,-2.130371,0.5004808,-0.1182623,6.25076,111.9223,197.7283,-1.601991,1.566918,-0.566672,345.0746,260.5142,350.8045,-1.851653,0.6643151,-0.3202098,47.84153,184.2088,230.1819,-1.868903,1.294426,-0.567523,316.5675,284.6856,349.6561,-1.551643,0.8804122,-0.5081733,40.71579,180.3787,226.5768,-1.650374,0.9569681,-0.6686527,33.42788,272.5103,347.2544
87,-1.340129,0.4240909,-0.8639503,39.92531,326.8883,186.1319,-1.296688,0.494406,-0.8029801,295.2021,345.0574,265.6279,-1.418767,0.4878739,-0.8884736,301.2894,356.2709,79.78964,-0.9175107,0.1236408,-0.6227684,71.85954,147.2878,21.13221,-1.821839,0.251006,-1.127361,76.29205,4.37622,174.202,-1.007295,0.3399287,-0.6292465,21.43083,285.2922,187.3397,-1.781438,0.4601786,-1.029969,24.98557,0.1183788,170.1184,-2.000717,0.6210803,0.03286529,14.63393,124.5786,192.1869,-1.539328,1.564788,-0.6326469,339.9066,266.9371,358.6668,-1.767284,0.7248302,-0.250071,59.58212,201.6757,237.4818,-1.826267,1.32304,-0.5639547,309.4053,287.6629,356.7525,-1.502031,0.9074647,-0.5114515,49.82844,189.0626,226.9532,-1.623897,0.9742027,-0.6599678,32.13868,283.452,353.5874
88,-1.36855,0.4140131,-0.8559052,36.69214,336.5817,186.7847,-1.3147,0.4867135,-0.8072159,291.6091,355.9946,263.7133,-1.449204,0.4781246,-0.8711691,297.3179,5.208018,79.42166,-0.9234387,0.1160472,-0.6535257,71.78333,147.2858,21.11533,-1.883434,0.2196634,-0.9996153,77.93605,18.12648,186.6956,-1.012159,0.3326125,-0.664101,20.60633,287.5081,189.0316,-1.834577,0.4367912,-0.9265465,20.62428,12.15479,172.0553,-1.834529,0.7316772,0.1496313,23.88259,135.8855,186.0867,-1.517889,1.565299,-0.6941599,335.9128,272.2405,4.579087,-1.669981,0.7765563,-0.1912759,68.74653,226.4874,251.0474,-1.797817,1.341599,-0.5634184,306.0613,288.9358,4.93715,-1.464295,0.9284872,-0.5178405,57.45395,199.7102,227.087,-1.609006,0.9828334,-0.6500055,30.06994,294.729,0.04668844
89,-1.398185,0.4064595,-0.8426813,34.27301,345.6908,186.5524,-1.336432,0.4802972,-0.8065181,289.1242,8.32413,259.8487,-1.479469,0.4712547,-0.847915,294.3366,14.15415,78.79518,-0.9335282,0.1095012,-0.6849763,71.69126,146.88,20.71413,-1.904393,0.1845119,-0.8596381,79.24329,34.81389,202.8535,-1.022879,0.3257904,-0.6958904,20.29992,290.3097,190.141,-1.861937,0.409514,-0.8102207,15.45776,23.41597,175.2687,-1.634899,0.8282875,0.2186245,28.69113,150.2284,177.9868,-1.532439,1.566645,-0.7524188,335.4691,280.8046,9.229039,-1.556336,0.8125565,-0.1540529,76.43063,267.9492,280.1303,-1.780239,1.352882,-0.5564725,305.1807,292.0557,13.42448,-1.433273,0.9471769,-0.5265673,63.90608,207.241,222.4461,-1.600514,0.9876505,-0.6349854,27.53823,307.4314,6.494975
90,-1.423466,0.4020958,-0.8255857,33.51753,353.9962,186.7882,-1.35733,0.4769771,-0.801046,287.3843,19.55939,256.3876,-1.504843,0.4667685,-0.8208165,291.8938,20.83861,79.85978,-0.9480484,0.1044688,-0.7130876,71.78522,146.4749,20.34344,-1.870446,0.1402692,-0.735553,81.31488,66.62246,233.7848,-1.037755,0.3206622,-0.7229258,19.96474,293.2506,190.9377,-1.852668,0.3708548,-0.6983418,10.05355,33.10993,181.3294,-1.418436,0.9012071,0.2354221,35.31354,170.5161,171.8999,-1.588737,1.571733,-0.8007185,342.3859,293.7895,13.754,-1.43486,0.8416608,-0.1407325,77.08894,316.1237,314.3567,-1.773165,1.3591,-0.5432928,307.0458,297.201,22.28596,-1.411203,0.9627966,-0.5367131,67.91664,217.7596,219.0282,-1.596906,0.9907508,-0.6147835,24.33688,320.9256,12.78972
91,-1.442374,0.3992546,-0.8088814,33.12838,1.245062,187.5355,-1.374643,0.4751649,-0.7935764,286.3929,25.88509,256.0933,-1.523335,0.4632123,-0.7953277,290.2319,23.38813,83.73457,-0.9659635,0.09747212,-0.7369081,71.84753,147.4261,21.19895,-1.81008,0.100989,-0.6601111,81.48745,93.28139,259.3429,-1.05529,0.313888,-0.7451878,19.53866,295.8219,191.414,-1.819816,0.3313685,-0.6188681,6.435899,38.89324,188.2155,-1.211136,0.9646209,0.2024044,40.51356,186.3936,170.8603,-1.677825,1.580436,-0.8272568,349.5966,307.6266,22.15289,-1.318295,0.8697942,-0.1509123,73.51564,347.092,331.2453,-1.773037,1.360791,-0.5302969,312.1709,303.261,30.93663,-1.397677,0.9729367,-0.5447325,71.14893,232.6352,219.6795,-1.594889,0.9913955,-0.5908736,19.94883,333.3379,18.57013
92,-1.458836,0.3971142,-0.7917088,32.97362,8.844163,188.7592,-1.390915,0.4739895,-0.7849846,285.7908,27.58251,260.2762,-1.538539,0.46004,-0.7686234,289.2748,23.57653,90.04585,-0.985691,0.0919857,-0.7543926,72.02221,146.7968,20.5682,-1.764307,0.07285994,-0.6166906,81.76858,104.8881,271.2481,-1.077886,0.3070666,-0.765523,19.50651,297.9854,193.0982,-1.787912,0.2996781,-0.5631478,5.979103,42.25702,193.1965,-1.000286,1.029208,0.1062207,45.99316,197.889,167.6154,-1.799642,1.58969,-0.8126761,354.8499,323.1769,34.45103,-1.196707,0.8988537,-0.1933363,68.84839,13.39718,341.3867,-1.777281,1.357273,-0.511052,320.3641,313.7728,37.70172,-1.387316,0.9812757,-0.5523756,73.96839,253.0818,223.9825,-1.590219,0.9908953,-0.5623754,14.47228,346.1661,24.11325
93,-1.472971,0.3965578,-0.7743191,32.92511,16.2945,189.9708,-1.405693,0.4741272,-0.7754615,285.6583,27.76603,265.8141,-1.550175,0.4585699,-0.7417238,288.9904,24.84015,95.05511,-1.006646,0.08753011,-0.7731338,71.87445,147.7077,21.77175,-1.760017,0.0554426,-0.58706,82.13122,132.0605,302.0236,-1.103383,0.3005338,-0.785586,19.9886,300.0687,194.6486,-1.772923,0.2806843,-0.524051,8.979126,44.82595,193.2207,-0.845376,1.09706,-0.03367013,50.81197,207.6768,161.618,-1.910519,1.584691,-0.7511439,1.976785,338.0518,42.77631,-1.095931,0.9251665,-0.2638502,62.93933,38.90382,352.3984,-1.785671,1.347958,-0.4793618,327.1641,325.3897,42.38356,-1.379132,0.9891565,-0.5600532,77.01134,271.108,226.6528,-1.580749,0.9916739,-0.5334702,9.971869,357.6,29.23647
94,-1.488329,0.3979164,-0.7537856,32.95664,23.77213,190.8362,-1.422265,0.4759008,-0.7627444,286.1679,40.04654,260.0457,-1.561495,0.45932,-0.7118012,288.9231,28.4927,97.58638,-1.030633,0.08009504,-0.7903749,72.42184,147.6273,21.46026,-1.775853,0.04607997,-0.5566925,74.70657,164.6858,338.1685,-1.132475,0.2906983,-0.8029409,20.26742,303.6896,196.6046,-1.769256,0.2700812,-0.4884983,12.61646,48.48764,191.4978,-0.7490428,1.179833,-0.2148085,59.44926,217.7985,155.6913,-1.999641,1.566272,-0.6461085,8.163157,354.2673,47.82926,-1.01922,0.9532995,-0.3597041,53.49925,58.71175,357.5204,-1.797619,1.330911,-0.4241013,332.3394,336.5675,45.84081,-1.375164,0.9980106,-0.567884,79.48678,293.926,233.7868,-1.568226,0.9949746,-0.5040092,8.109797,7.840177,35.062
95,-1.506205,0.4017102,-0.7316456,33.19593,30.90968,191.198,-1.441885,0.4799272,-0.7480484,286.1593,43.06518,262.8812,-1.574115,0.4627637,-0.6811468,288.8318,31.91951,99.75671,-1.056983,0.08442444,-0.8065051,79.2709,160.6292,29.713,-1.779527,0.04864944,-0.5403401,74.34136,164.7374,338.1761,-1.161296,0.2940459,-0.8143319,19.35729,310.9595,198.4883,-1.769203,0.2656648,-0.4527711,16.29314,50.72028,195.1574,-0.7216491,1.261998,-0.3993632,68.47803,223.9583,151.8737,-2.050839,1.541998,-0.5210112,8.458732,8.714919,50.45123,-0.9815704,0.9890195,-0.4562081,43.96229,69.34528,354.2044,-1.791171,1.31914,-0.3524831,333.7209,347.8385,49.33749,-1.378418,1.007733,-0.5753545,79.45253,329.2512,255.7311,-1.556162,1.001036,-0.4767416,7.380433,18.95055,39.30901
96,-1.525913,0.4092548,-0.7063076,33.81818,38.34488,191.2088,-1.464208,0.4878087,-0.7301634,286.0177,42.28695,269.5305,-1.587199,0.4698646,-0.6476618,288.9934,28.10292,108.6098,-1.090552,0.09493744,-0.8199331,85.96803,246.8891,109.9983,-1.785229,0.05055308,-0.5239809,74.10904,165.0263,338.2739,-1.1937,0.305275,-0.8213581,17.36347,319.5992,199.8305,-1.769883,0.2589313,-0.4180873,19.8923,53.443,198.9113,-0.7554775,1.347175,-0.5764258,75.32915,206.9016,123.5069,-2.065909,1.511965,-0.3843709,6.400448,22.22754,52.61404,-0.9750747,1.036243,-0.5562661,34.64496,82.23268,352.5155,-1.749311,1.327449,-0.2784749,329.7588,0.3029794,55.9484,-1.3888,1.019905,-0.5807297,77.27434,6.669248,280.301,-1.543455,1.010575,-0.4489831,4.384775,34.41916,39.94973
97,-1.544602,0.4231037,-0.6756489,35.13769,46.78316,190.7799,-1.486917,0.5026129,-0.7069553,286.1685,36.85302,281.3304,-1.597479,0.4825301,-0.6088332,290.8992,17.09599,125.0884,-1.12857,0.1163065,-0.8289269,73.01791,319.6188,178.9032,-1.788098,0.05091253,-0.5064778,73.99879,164.6094,338.0651,-1.228865,0.3279448,-0.8231336,15.00543,328.9255,200.727,-1.767469,0.2490101,-0.3831803,23.4295,56.12888,202.8271,-0.8761833,1.440855,-0.7327555,79.77101,174.8892,71.1657,-2.031908,1.483185,-0.2318033,358.8717,37.63492,53.95519,-1.003952,1.088109,-0.665282,21.22261,99.28584,353.0732,-1.673602,1.353904,-0.2118698,321.4785,13.4811,64.32856,-1.407078,1.037384,-0.581912,74.59953,38.25737,297.4202,-1.525678,1.0255,-0.417124,0.6417788,53.38713,37.60618
98,-1.559138,0.4393898,-0.6432097,36.78968,55.99149,190.7045,-1.506789,0.520287,-0.6811434,287.2627,31.06194,294.0316,-1.602109,0.4969658,-0.5687806,294.7274,9.897788,138.4105,-1.168038,0.1420596,-0.8369032,59.60041,331.9414,190.8199,-1.786069,0.05080884,-0.4804173,74.45349,164.3179,337.6434,-1.265517,0.3546024,-0.8225195,13.51333,337.1697,201.0802,-1.757926,0.2416452,-0.3475265,25.95652,58.80912,205.0296,-1.029622,1.509564,-0.8248994,74.86089,146.8043,23.17456,-1.961869,1.465993,-0.1151809,344.3598,50.1953,47.08654,-1.060027,1.137088,-0.7497665,9.111296,115.4453,351.7374,-1.594351,1.394024,-0.1876091,307.677,25.55466,72.01934,-1.426885,1.055225,-0.5744151,70.99695,61.32166,307.3104,-1.503032,1.041833,-0.3863075,356.0389,71.72013,31.61481
99,-1.578173,0.4649448,-0.5982887,38.87571,71.48908,192.2705,-1.536243,0.5474436,-0.6452503,290.1469,29.54092,307.5853,-1.602432,0.5200063,-0.5144017,301.2857,10.18196,149.0349,-1.240448,0.1785782,-0.8533039,56.82642,351.0403,207.4931,-1.777003,0.05346658,-0.4284671,74.23871,164.9992,338.2914,-1.331634,0.3923848,-0.8240582,12.25967,348.7594,200.9425,-1.723746,0.2380839,-0.2944871,28.69287,67.18348,206.043,-1.22093,1.554932,-0.8510484,64.53398,138.4001,351.7357,-1.853083,1.458604,-0.01526213,323.8989,60.15311,39.97567,-1.145806,1.18222,-0.8236531,354.6799,134.2401,349.1068,-1.510111,1.440773,-0.1812365,292.9034,32.18326,83.10127,-1.44857,1.0799,-0.5592685,68.46305,81.29572,312.2217,-1.465559,1.067949,-0.3569549,352.721,91.00282,24.95599
100,-1.592634,0.4908225,-0.5472671,38.80635,90.69669,193.8925,-1.567948,0.5751289,-0.6027411,293.7972,34.48213,318.9667,-1.590856,0.543648,-0.4587295,309.9185,16.68072,156.8804,-1.343976,0.215909,-0.8693954,42.61938,15.11612,226.4718,-1.75117,0.05221125,-0.3543277,74.21877,166.6665,338.3939,-1.42217,0.4312854,-0.8205861,9.791338,8.192663,201.1037,-1.66141,0.2355296,-0.2394009,30.41733,80.42443,204.8377,-1.383243,1.55831,-0.8226627,52.35536,147.8145,340.9496,-1.741681,1.465599,0.04183948,305.0194,72.55888,35.68723,-1.241547,1.207727,-0.8708456,342.8883,152.6299,344.217,-1.434232,1.478219,-0.1835731,283.3706,28.24235,98.22549,-1.469672,1.106518,-0.5395601,68.2346,94.51255,311.1515,-1.42478,1.095049,-0.3415313,351.8419,106.8871,20.97579
101,-1.593443,0.5151052,-0.4851949,37.02412,113.4973,194.6201,-1.594128,0.6012473,-0.5434846,296.3138,45.95719,329.3305,-1.560143,0.5665683,-0.402426,310.7054,33.92568,160.2917,-1.488494,0.2480697,-0.8598275,12.22592,38.40622,227.5466,-1.684699,0.06034461,-0.2630447,74.06089,210.1328,339.7386,-1.540992,0.4656794,-0.7907364,5.121013,39.78346,201.1567,-1.560367,0.2469032,-0.1951624,28.30143,106.1995,205.237,-1.523418,1.533882,-0.7564371,40.6343,164.2359,337.8404,-1.608328,1.484086,0.07601768,292.3514,71.23396,48.93936,-1.363252,1.217896,-0.8971782,333.2339,172.9315,338.1892,-1.351552,1.512923,-0.2045693,281.1285,24.86681,113.0598,-1.494296,1.133672,-0.5127724,69.80892,105.5034,306.0386,-1.38076,1.123727,-0.3443298,352.0027,124.3213,18.55155
102,-1.572422,0.5350909,-0.4200478,33.91813,138.7057,192.7353,-1.601629,0.622326,-0.4695178,295.2488,65.18678,337.5862,-1.509096,0.5866869,-0.3580603,310.6251,53.34905,163.2709,-1.656158,0.2590534,-0.7720565,355.7681,69.12258,197.2678,-1.571615,0.06219186,-0.1980389,74.08947,223.3153,340.4131,-1.672302,0.4815455,-0.700501,1.324899,73.26311,198.2005,-1.444045,0.2584196,-0.1884836,26.0444,127.1597,201.1903,-1.605611,1.495617,-0.6785429,32.63121,182.1676,336.4836,-1.458699,1.514794,0.07307333,290.5086,89.73106,49.19117,-1.493276,1.200441,-0.8919895,328.1978,192.881,335.6629,-1.275976,1.545751,-0.2603159,280.9329,36.34221,115.3351,-1.51117,1.155564,-0.4800427,73.71237,109.3817,292.6922,-1.341745,1.150763,-0.3676404,353.2745,143.2184,16.38431
103,-1.537386,0.5471695,-0.3729476,29.55387,167.2314,195.3639,-1.586892,0.6349283,-0.3977171,292.9757,89.29608,342.2267,-1.452108,0.5983728,-0.3452573,310.8237,77.85435,167.0143,-1.758696,0.2538849,-0.5870657,10.1098,106.0072,171.5197,-1.42951,0.05832805,-0.1954215,73.93378,261.3605,339.5504,-1.759704,0.4863786,-0.5582689,357.9704,104.6097,186.7686,-1.327296,0.2644566,-0.2393964,21.55647,156.2394,198.8885,-1.640578,1.462538,-0.618154,29.06568,202.106,338.6302,-1.308937,1.56499,0.03250653,291.264,121.0123,39.40574,-1.624934,1.155992,-0.8441908,328.3103,209.3984,340.9234,-1.234226,1.568772,-0.3415235,278.9786,75.10604,93.64252,-1.516627,1.168287,-0.4440001,78.47183,96.78339,261.4701,-1.316571,1.167849,-0.4073984,354.226,163.9501,13.58125
104,-1.492954,0.5506206,-0.3358756,26.42029,198.3748,198.6387,-1.546165,0.6386077,-0.330475,292.4157,118.7554,344.038,-1.403815,0.6009455,-0.354416,311.7246,105.1873,166.219,-1.776454,0.2687883,-0.354786,17.6607,137.323,144.4404,-1.297068,0.04805721,-0.2608794,74.38454,303.0546,340.1738,-1.802506,0.5006971,-0.3753577,359.5783,138.7559,171.8651,-1.241246,0.2645965,-0.3306304,16.23051,186.4529,195.6798,-1.648903,1.43774,-0.5703909,26.9348,225.9422,350.4046,-1.153014,1.638924,-0.06599909,300.0089,163.5777,25.9884,-1.75323,1.113644,-0.7418143,328.7251,222.5143,354.1363,-1.23254,1.576614,-0.4338138,282.5695,150.1545,41.35549,-1.506624,1.171878,-0.4134417,80.61339,67.83377,210.588,-1.310734,1.170943,-0.4681088,353.5172,188.9938,9.983671
105,-1.450147,0.5491688,-0.3289721,22.29009,230.1662,202.8667,-1.487021,0.6384992,-0.29569,293.1179,141.1538,353.514,-1.379259,0.5964559,-0.3898961,314.1813,128.7953,168.0939,-1.70222,0.3031645,-0.1636441,16.95792,176.369,131.1331,-1.210537,0.04717243,-0.3774546,74.59322,338.8814,341.6603,-1.757148,0.5295601,-0.188373,4.51686,173.0339,165.7868,-1.20067,0.2633826,-0.4670435,16.88592,216.9801,195.2907,-1.643659,1.416043,-0.5310459,25.9431,249.5369,8.948245,-1.040658,1.712926,-0.2124113,305.8771,200.8096,19.90826,-1.825557,1.086962,-0.5937097,330.9994,232.463,9.228939,-1.260892,1.574938,-0.4916079,291.8868,203.2649,13.96449,-1.474973,1.16957,-0.3880375,78.29375,48.37322,168.9993,-1.324985,1.166757,-0.5253612,350.8574,217.3036,4.222761
